"treenum"	"plot"	"spp"	"top_ht"	"llb_ht"	"dbh"	"crown_class"	"st_sp"	"weevil"	"notes"
638	188	"PIST"	344	78	2.00	"D"			
639	188	"PIST"	243	59	1.80	"D"			
640	188	"PIST"	157	38	0.90	"D"			
641	188	"PIRU"	164	20	0.70	"C"			
642	188	"PIRU"	117	13		"C"			
643	188	"PIRU"	76	12		"I"			
644	188	"PIRU"	88	16		"D"			
645	188	"ABBA"	134	20	0.50	"D"			
646	188	"ABBA"	75	11		"I"			
647	188	"ABBA"	63	7		"D"			
648	188	"ABBA"	59	9		"O"			
649	188	"TSCA"	115	24		"I"			
650	188	"TSCA"	122	14		"I"			
651	188	"TSCA"	117	27		"I"			
