"RA"	"RT."	"TREE_CODE"	"INV"	"CREW"	"DATE"	"DBH"	"HT"	"LLC"	"COND"	"ST"	"LI"	"CC"	"CAV"	"NOTES"
1.00	2014.00	"ACSA"	3.00	"WM,AN,MT"	12/3/2005 0:00:00	16.30			0.00	"C"	2		"0"	
1.00	2015.00	"ACRU"	3.00	"WM,AN,MT"	12/3/2005 0:00:00	32.00			0.00	"B"	3		"0"	
1.00	2016.00	"ACRU"	3.00	"WM,AN,MT"	12/3/2005 0:00:00	45.80			0.00	"B"	5		"0"	
1.00	2017.00	"TSCA"	3.00	"WM,AN,MT"	12/3/2005 0:00:00	53.10			0.00	"B"	1		"0"	
1.00	2018.00	"ACRU"	3.00	"WM,AN,MT"	12/3/2005 0:00:00	42.90			0.00	"B"	5		"0"	
1.00	2019.00	"PIRU"	3.00	"WM,AN,MT"	12/3/2005 0:00:00	16.70			0.00	"C"	2		"0"	
1.00	2020.00	"PIRU"	3.00	"WM,AN,MT"	12/3/2005 0:00:00	15.50			0.00	"C"	0		"0"	
1.00	2021.00	"QURU"	3.00	"WM,AN,MT"	12/3/2005 0:00:00	27.70			0.00	"B"	3		"0"	
1.00	2022.00	"PIRU"	3.00	"WM,AN,MT"	12/3/2005 0:00:00	13.80			0.00	"C"	0		"0"	
1.00	2023.00	"PIRU"	3.00	"MO, MJ, MD"	11/16/2005 0:00:00	13.30			0.00	"C"	0		"0"	
1.00	2024.00	"PIST"	3.00	"MO, MJ, MD"	11/16/2005 0:00:00	32.60			0.00	"B"	4		"0"	
1.00	2025.00	"TSCA"	3.00	"MO, MJ, MD"	11/16/2005 0:00:00	20.80			0.00	"C"	1		"0"	
1.00	2026.00	"TSCA"	3.00	"MO, MJ, MD"	11/16/2005 0:00:00	27.80			0.00	"C"	3		"0"	
1.00	2027.00	"POGR"	3.00	"MO, MJ, MD"	11/16/2005 0:00:00	35.70			0.00	"A"	5		"0"	
1.00	2028.00	"TSCA"	3.00	"MO, MJ, MD"	11/16/2005 0:00:00	23.70			0.00	"C"	2		"0"	
1.00	2029.00	"TSCA"	3.00	"MO, MJ, MD"	11/16/2005 0:00:00	18.90			0.00	"C"	2		"0"	
1.00	2030.00	"TSCA"	3.00	"MO, MJ, MD"	11/16/2005 0:00:00	25.90			0.00	"B"	2		"0"	
1.00	3000.00	"PIST"	3.00	"MO, MJ, MD"	11/16/2005 0:00:00	68.90			0.00	"A"	5		"0"	
1.00	3001.00	"BEAL"	3.00	"MO, MJ, MD"	11/16/2005 0:00:00	16.30			0.00	"B"	1		"0"	
1.00	3002.00	"PIRU"	3.00	"MO, MJ, MD"	11/16/2005 0:00:00	19.50			0.00	"B"	4		"0"	
1.00	3003.00	"ACSA"	3.00	"MO, MJ, MD"	11/16/2005 0:00:00	18.80			0.00	"B"	3		"0"	
1.00	3004.00	"ACSA"	3.00	"MO, MJ, MD"	11/16/2005 0:00:00	19.70			0.00	"B"	3		"0"	
1.00	3005.00	"ACRU"	3.00	"MO, MJ, MD"	11/16/2005 0:00:00	19.50			0.00	"B"	4		"0"	
1.00	3006.00	"ACRU"	3.00	"MO, MJ, MD"	11/16/2005 0:00:00	39.70			0.00	"B"	3		"0"	
1.00	3007.00	"PIRU"	3.00	"MO, MJ, MD"	11/16/2005 0:00:00	19.50			0.00	"C"	2		"0"	
1.00	3008.00	"PIRU"	3.00	"MO, MJ, MD"	11/16/2005 0:00:00	31.10			0.00	"B"	5		"0"	
1.00	3009.00	"PIRU"	3.00	"MO, MJ, MD"	11/16/2005 0:00:00	23.30			0.00	"B"	2		"0"	
1.00	3010.00	"PIRU"	3.00	"MO, MJ, MD"	11/16/2005 0:00:00	25.10			0.00	"B"	4		"0"	
1.00	3011.00	"PIRU"	3.00	"MO, MJ, MD"	11/16/2005 0:00:00	21.50			0.00	"C"	3		"0"	
1.00	3012.00	"PIRU"	3.00	"MO, MJ, MD"	11/16/2005 0:00:00	13.80			0.00	"C"	1		"0"	
1.00	3013.00	"PIST"	3.00	"MO, MJ, MD"	11/16/2005 0:00:00	34.80			0.00	"B"	3		"0"	
1.00	3014.00	"ACSA"	3.00	"MO, MJ, MD"	11/16/2005 0:00:00	14.30			0.00	"C"	2		"0"	
1.00	3015.00	"TSCA"	3.00	"MO, MJ, MD"	11/16/2005 0:00:00	29.00			0.00	"B"	2		"0"	
1.00	3016.00	"PIRU"	3.00	"MO, MJ, MD"	11/16/2005 0:00:00	15.50			0.00	"C"	0		"0"	
1.00	3017.00	"PIRU"	3.00	"MO, MJ, MD"	11/16/2005 0:00:00	18.00			0.00	"C"	1		"0"	
1.00	3018.00	"PIRU"	3.00	"MO, MJ, MD"	11/16/2005 0:00:00	15.00			0.00	"C"	1		"0"	
1.00	3019.00	"ACRU"	3.00	"MO, MJ, MD"	11/16/2005 0:00:00	16.50			0.00	"B"	1		"0"	
1.00	3020.00	"PIRU"	3.00	"MO, MJ, MD"	11/16/2005 0:00:00	18.40			0.00	"C"	2		"0"	
1.00	3021.00	"TSCA"	3.00	"MO, MJ, MD"	11/16/2005 0:00:00	27.60			0.00	"C"	4		"0"	
1.00	3022.00	"THOC"	3.00	"MO, MJ, MD"	12/3/2005 0:00:00	18.20				"C"	0			
2.00	660.00	"ACSA"	3.00	"MRS, ST, MJ"	9/26/2005 0:00:00	21.60	21.70	11.00	0.00	"B"	3		"1"	
2.00	661.00	"FAGR"	3.00	"MRS, ST, MJ"	9/26/2005 0:00:00	32.20	14.10	4.60	30.00	"B"	1		"1"	
2.00	662.00	"TSCA"	3.00	"MRS, ST, MJ"	9/26/2005 0:00:00	58.40	18.80	8.80	0.00	"B"	1		"0"	
2.00	662.00	"TSCA"	4.00	"KB;HV"	7/7/2010 0:00:00	60.10	19.10	9.60	5.00	"B"	4		"N"	
2.00	663.00	"ACSA"	3.00	"MRS, ST, MJ"	9/26/2005 0:00:00	25.30	22.20	9.30	0.00	"B"	2		"0"	
2.00	663.00	"ACSA"	4.00	"KB;HV"	7/7/2010 0:00:00	27.50	23.70	9.10	0.00	"B"	4		"N"	
2.00	664.00	"POGR"	3.00	"MRS, ST, MJ"	9/26/2005 0:00:00	51.70	20.80	14.70	2.00	"B"	4		"1"	
2.00	665.00	"TSCA"	3.00	"MRS, ST"	9/12/2005 0:00:00	28.20	16.50	5.80	0.00	"B"	2		"0"	
2.00	665.00	"TSCA"	4.00	"KB;HV"	7/6/2010 0:00:00	31.00	16.90	5.60	0.00	"B"	2		"N"	
2.00	666.00	"THOC"	3.00	"MRS, ST"	9/12/2005 0:00:00	31.70	17.10	4.40	0.00	"B"	1		"0"	
2.00	666.00	"THOC"	4.00	"KB;HV"	7/6/2010 0:00:00	32.70	18.50	5.80	3.00	"B"	4		"N"	
2.00	667.00	"TSCA"	3.00	"MRS, ST"	9/12/2005 0:00:00	39.50	20.40	6.80	0.00	"B"	3		"0"	
2.00	667.00	"TSCA"	4.00	"KB;HV"	7/6/2010 0:00:00	41.40	20.60	7.60	0.00	"B"	3		"N"	
2.00	668.00	"TSCA"	3.00	"MRS, ST"	9/12/2005 0:00:00	30.30	16.50	5.70	0.00	"B"	1		"0"	
2.00	668.00	"TSCA"	4.00	"KB;HV"	7/8/2010 0:00:00	32.30	16.90	5.90	0.00	"B"	1		"N"	
2.00	669.00	"FRAM"	3.00	"MRS, ST"	9/12/2005 0:00:00	14.30	14.00	8.20	0.00	"C"	0		"0"	
2.00	669.00	"FRAM"	4.00	"KB;HV"	7/8/2010 0:00:00	16.00	15.60	8.30	0.00	"C"	1		"N"	"1.13 m from GPS; took points 672/669/670/671 together"
2.00	670.00	"TSCA"	3.00	"MRS, ST"	9/12/2005 0:00:00	18.50	15.30	5.20	0.00	"B"	1		"0"	
2.00	670.00	"TSCA"	4.00	"KB;HV"	7/8/2010 0:00:00	18.20	15.90	4.60	0.00	"C"	1		"Y"	"Previous measure low; 2.27 m from GPS; add #670 on the computer to the previous 3 trees GPS; took points 672/669/670/671 together"
2.00	671.00	"TSCA"	3.00	"MRS, ST"	9/12/2005 0:00:00	34.60	21.90	5.70	0.00	"B"	2		"0"	
2.00	671.00	"TSCA"	4.00	"KB;HV"	7/8/2010 0:00:00	34.70	22.10	4.50	0.00	"B"	1		"Y"	"Previous measure low; 2.27 m from GPS; took points 672/669/670/671 together"
2.00	672.00	"ACRU"	4.00	"KB;HV"	7/8/2010 0:00:00	25.20	20.30	13.40	0.00	"B"	2		"N"	"Previous measure low; 1.19m from GPS; took points 672/669/670/671 together"
2.00	672.00	"ACSA"	3.00	"MRS, ST"	9/12/2005 0:00:00	25.40	19.50	13.20	0.00	"B"	2		"0"	
2.00	673.00	"TSCA"	3.00	"MRS, ST"	9/12/2005 0:00:00	36.50	16.60	7.70	0.00	"B"	1		"0"	
2.00	673.00	"TSCA"	4.00	"KB;HV"	7/8/2010 0:00:00	38.00	17.90	6.80	0.00	"B"	2		"N"	"""Tree labeled """"feature"""" in GPS"""
2.00	674.00	"FAGR"	3.00	"MRS, ST"	9/12/2005 0:00:00	13.50	9.90	2.50	2.00	"C"	3		"0"	
2.00	674.00	"FAGR"	4.00	"KB;HV"	7/6/2010 0:00:00	15.50	12.50	3.90	0.00	"C"	3		"N"	
2.00	675.00	"FAGR"	3.00	"MRS, ST"	9/12/2005 0:00:00	17.60	11.50	2.10	2.00	"C"	2		"0"	
2.00	675.00	"FAGR"	4.00	"KB;HV"	7/6/2010 0:00:00	21.80	12.90	2.90	0.00	"C"	2		"N"	
2.00	676.00	"FAGR"	4.00	"KB;HV"	7/6/2010 0:00:00	16.40	14.10	5.90	0.00	"B"	2		"N"	
2.00	677.00	"ACRU"	3.00	"MRS, ST"	9/12/2005 0:00:00	18.40	16.30	7.60	2.00	"B"	2		"1"	
2.00	677.00	"ACRU"	4.00	"KB;HV"	7/6/2010 0:00:00	19.80	13.90	7.20	0.00	"B"	3		"Y"	
2.00	678.00	"ACRU"	3.00	"MRS, ST"	9/12/2005 0:00:00	19.60	17.40	7.30	0.00	"B"	3		"0"	
2.00	678.00	"ACRU"	4.00	"KB;HV"	7/6/2010 0:00:00	21.00	15.20	4.00	0.00	"B"	3		"N"	
2.00	679.00	"FAGR"	3.00	"MRS, ST"	9/12/2005 0:00:00	15.00	16.60	2.70	2.00	"C"	2		"2"	
2.00	679.00	"FAGR"	4.00	"KB;HV"	7/6/2010 0:00:00	17.50	15.40	4.90	0.00	"B"	3		"N"	
2.00	680.00	"PIRU"	3.00	"MRS, ST"	9/12/2005 0:00:00	22.40	16.80	9.10	0.00	"B"	2		"0"	
2.00	680.00	"PIRU"	4.00	"KB;HV"	7/6/2010 0:00:00	23.50	17.00	9.00	0.00	"B"	4		"N"	
2.00	681.00	"PIRU"	3.00	"MRS, ST"	9/12/2005 0:00:00	15.00	12.20	7.40	0.00	"C"	0		"0"	
2.00	682.00	"BEPA"	3.00	"MRS, ST"	9/12/2005 0:00:00	22.10	18.00	11.00	0.00	"B"	4		"0"	
2.00	682.00	"BEPA"	4.00	"KB;HV"	7/6/2010 0:00:00	23.40	18.60	10.60	0.00	"B"	3		"N"	
2.00	683.00	"PIRU"	3.00	"MRS, ST"	9/12/2005 0:00:00	15.00	11.90	6.60	0.00	"C"	1		"0"	
2.00	683.00	"PIRU"	4.00	"KB;HV"	7/7/2010 0:00:00	17.00	12.40	7.20	0.00	"C"	4		"N"	
2.00	684.00	"ACSA"	3.00	"MRS, ST"	9/12/2005 0:00:00	12.60	14.30	10.90	0.00	"B"	2		"0"	"STRESSED"
2.00	684.00	"ACSA"	4.00	"KB;HV"	7/6/2010 0:00:00	12.80	12.60	3.00	3.00	"B"	2		"N"	
2.00	685.00	"PIST"	3.00	"MRS, ST"	9/12/2005 0:00:00	40.10	23.00	11.60	0.00	"B"	5		"0"	
2.00	687.00	"PIRU"	3.00	"MRS, ST"	9/12/2005 0:00:00	20.50	15.50	7.70	0.00	"B"	3		"0"	
2.00	687.00	"PIRU"	4.00	"KB;HV"	7/7/2010 0:00:00	22.80	16.20	7.40	0.00	"C"	3		"N"	"No satellites"
2.00	688.00	"PIST"	3.00	"MRS, ST"	9/12/2005 0:00:00	71.80	27.50	11.90	0.00	"A"	4		"0"	
2.00	688.00	"PIST"	4.00	"KB;HV"	7/7/2010 0:00:00	76.70	28.70	13.20	0.00	"B"	5		"N"	"RT 029"
2.00	689.00	"TSCA"	3.00	"MRS, ST"	9/12/2005 0:00:00	50.40	23.60	9.00	0.00	"B"	4		"1"	
2.00	689.00	"TSCA"	4.00	"KB;HV"	7/6/2010 0:00:00	54.50	23.90	10.00	0.00	"B"	4		"N"	"NOTED AS RT#4 ON DATASHEET"
2.00	690.00	"PIRU"	3.00	"MRS, ST"	9/12/2005 0:00:00	43.40	22.70	12.70	0.00	"B"	3		"1"	" Cav at stump not decayed"
2.00	690.00	"PIRU"	4.00	"KB;HV"	7/6/2010 0:00:00	45.90	23.30	12.10	0.00	"B"	5		"N"	"RT#27 ON DATASHEET"
2.00	691.00	"PIST"	3.00	"MRS, ST"	9/12/2005 0:00:00	21.50	20.60	11.90	0.00	"B"	2		"0"	
2.00	691.00	"PIST"	4.00	"KB;HV"	7/6/2010 0:00:00	27.70	22.10	12.60	0.00	"B"	5		"N"	"D5 016"
2.00	692.00	"TSCA"	3.00	"MRS, ST"	9/12/2005 0:00:00	55.80	22.50	8.00	0.00	"B"	3		"0"	
2.00	692.00	"TSCA"	4.00	"KB;HV"	7/8/2010 0:00:00	59.00	23.30	6.40	0.00	"B"	4		"N"	
2.00	693.00	"THOC"	3.00	"MRS, ST"	9/12/2005 0:00:00	19.30	12.30	5.60	2.00	"C"	0		"1"	
2.00	693.00	"THOC"	4.00	"KB;HV"	7/8/2010 0:00:00				9.00					
2.00	694.00	"TSCA"	3.00	"MRS, ST"	9/12/2005 0:00:00	54.00	23.50	5.50	0.00	"B"	1		"0"	
2.00	694.00	"TSCA"	4.00	"KB;HV"	7/8/2010 0:00:00	57.70	26.00	9.90	0.00	"B"	3		"N"	
2.00	695.00	"PIRU"	3.00	"MRS, ST"	9/12/2005 0:00:00	16.50	14.10	8.00	0.00	"B"	3		"0"	
2.00	695.00	"PIRU"	4.00	"KB;HV"	7/6/2010 0:00:00	17.60	14.50	7.90	0.00	"C"	4		"N"	
2.00	696.00	"THOC"	3.00	"MRS, ST"	9/12/2005 0:00:00	22.80	12.40	4.90	0.00	"C"	0		"0"	
2.00	696.00	"THOC"	4.00	"KB;HV"	7/8/2010 0:00:00	24.50	13.10	4.90	0.00	"C"	1		"N"	"Points between 696 and 697"
2.00	697.00	"THOC"	3.00	"MRS, ST"	9/12/2005 0:00:00	27.70	14.80	6.70	0.00	"B"	1		"0"	
2.00	697.00	"THOC"	4.00	"KB;HV"	7/8/2010 0:00:00	30.40	15.20	2.50	0.00	"C"	1		"N"	"Points between 696 and 697"
2.00	698.00	"BEAL"	3.00	"MRS, ST, MJ"	9/26/2005 0:00:00	20.60	18.20	7.60	0.00	"B"	1		"0"	"Leaning slightly"
2.00	698.00	"BEAL"	4.00	"KB;HV"	7/7/2010 0:00:00	22.90	26.20	6.00	0.00	"B"	4		"N"	
2.00	699.00	"FAGR"	3.00	"MRS, ST"	9/12/2005 0:00:00	15.50	13.40	2.50	2.00	"C"	2		"0"	
2.00	700.00	"TSCA"	3.00	"MRS, ST, MJ"	9/26/2005 0:00:00	33.70	20.90	7.40	0.00	"B"	2		"0"	
2.00	700.00	"TSCA"	4.00	"KB;HV"	7/7/2010 0:00:00	38.40	22.20	7.50	0.00	"B"	5		"N"	"Only 4 points collected"
2.00	730.00	"ACRU"	3.00	"MRS, ST, MJ"	9/26/2005 0:00:00	33.00	21.90	12.90	0.00	"B"	4		"0"	
2.00	730.00	"ACRU"	4.00	"KB;HV"	7/6/2010 0:00:00	34.00	20.70	9.70	0.00	"B"	3		"N"	
2.00	731.00	"ACRU"	3.00	"MRS, ST, MJ"	9/26/2005 0:00:00	32.10	23.40	13.40	0.00	"B"	3		"0"	
2.00	731.00	"ACRU"	4.00	"KB;HV"	7/6/2010 0:00:00	34.10	24.20	12.20	0.00	"B"	3		"N"	"Took points 731/732"
2.00	732.00	"ACRU"	3.00	"MRS, ST, MJ"	9/26/2005 0:00:00	19.90	24.40	12.30	0.00	"B"	2		"0"	
2.00	732.00	"ACRU"	4.00	"KB;HV"	7/6/2010 0:00:00	21.50	22.70	7.50	0.00	"B"	2		"N"	
2.00	734.00	"PIST"	3.00	"MRS, ST, MJ"	9/26/2005 0:00:00	76.50	32.40	14.00	0.00	"A"	3		"0"	
2.00	734.00	"PIST"	4.00	"KB;HV"	7/6/2010 0:00:00	78.60	30.10	12.60	0.00	"B"	5		"N"	
2.00	735.00	"ACRU"	3.00	"MRS, ST, MJ"	9/26/2005 0:00:00	21.30	19.70	11.50	0.00	"B"	3		"0"	
2.00	735.00	"ACRU"	4.00	"KB;HV"	7/6/2010 0:00:00	23.00	20.10	11.50	0.00	"B"	3		"N"	
2.00	737.00	"ACRU"	3.00	"MRS, ST, MJ"	9/26/2005 0:00:00	35.60	26.80	14.30	2.00	"B"	4		"1"	
2.00	737.00	"ACRU"	4.00	"KB;HV"	7/6/2010 0:00:00	37.00	23.80	10.20	0.00	"B"	3		"Y"	
2.00	739.00	"ACRU"	3.00	"MRS, ST, MJ"	9/26/2005 0:00:00	25.80	20.80	11.30	0.00	"B"	2		"0"	
2.00	739.00	"ACRU"	4.00	"KB;HV"	7/6/2010 0:00:00	28.50	23.10	11.70	0.00	"B"	5		"N"	
2.00	740.00	"THOC"	3.00	"MRS, ST, MJ"	9/26/2005 0:00:00	25.10	16.80	7.40	0.00	"C"	2		"0"	
2.00	740.00	"THOC"	4.00	"KB;HV"	7/6/2010 0:00:00	26.50	16.80	6.30	3.00	"C"	3		"N"	
2.00	741.00	"TSCA"	3.00	"MRS, ST, MJ"	9/26/2005 0:00:00	31.60	18.10	6.90	0.00	"B"	3		"0"	
2.00	742.00	"ACSA"	3.00	"MRS, ST, MJ"	9/26/2005 0:00:00	22.50	18.90	6.30	0.00	"B"	5		"0"	
2.00	742.00	"ACSA"	4.00	"KB;HV"	7/6/2010 0:00:00	24.50	19.10	5.50	0.00	"B"	3		"N"	
2.00	743.00	"ACRU"	3.00	"MRS, ST, MJ"	9/26/2005 0:00:00	13.00	16.10	9.90	0.00	"B"	5		"0"	
2.00	743.00	"ACRU"	4.00	"KB;HV"	7/6/2010 0:00:00	13.40	16.50	9.30	0.00	"B"	3		"N"	"Took point with 746"
2.00	744.00	"THOC"	3.00	"MRS, ST, MJ"	9/26/2005 0:00:00	22.70	13.40	6.10	2.00	"C"	2		"0"	", Leaning slightly"
2.00	744.00	"THOC"	4.00	"KB;HV"	7/7/2010 0:00:00	24.90	14.80	5.60	0.00	"C"	1		"N"	
2.00	745.00	"ACRU"	3.00	"MRS, ST, MJ"	9/26/2005 0:00:00	22.20	20.60	12.10	0.00	"B"	3		"0"	
2.00	746.00	"THOC"	3.00	"MRS, ST, MJ"	9/26/2005 0:00:00	28.60	9.80	3.90	23.00	"C"	0		"0"	
2.00	746.00	"THOC"	4.00	"KB;HV"	7/7/2010 0:00:00	29.40	10.40	3.90	3.00	"C"	1		"N"	"Took points by 746 for 746/743/744"
2.00	747.00	"ACRU"	3.00	"MRS, ST, MJ"	9/26/2005 0:00:00	28.20	20.10	11.90	0.00	"B"	2		"0"	
2.00	748.00	"PIRU"	3.00	"MRS, ST, MJ"	9/26/2005 0:00:00	39.40	19.60	11.40	0.00	"B"	2		"0"	"J3042"
2.00	748.00	"PIRU"	4.00	"KB;HV"	7/6/2010 0:00:00	40.50	20.00	11.60	0.00	"B"	5		"N"	
2.00	749.00	"BEAL"	3.00	"MRS, ST, MJ"	9/26/2005 0:00:00	27.40	17.60	10.20	0.00	"B"	1		"0"	
2.00	749.00	"BEAL"	4.00	"KB;HV"	7/6/2010 0:00:00	30.40	20.20	6.80	0.00	"B"	3		"N"	
2.00	750.00	"TSCA"	3.00	"MRS, ST, MJ"	9/26/2005 0:00:00	60.10	21.90	8.50	0.00	"B"	1		"0"	
2.00	750.00	"TSCA"	4.00	"KB;HV"	7/6/2010 0:00:00	63.10	24.50	7.50	0.00	"B"	4		"N"	
2.00	751.00	"ACRU"	3.00	"MRS, ST, MJ"	9/26/2005 0:00:00	27.80	20.30	14.20	0.00	"B"	3		"0"	
2.00	751.00	"ACRU"	4.00	"KB;HV"	7/6/2010 0:00:00	30.60	28.00	10.50	0.00	"B"	3		"N"	
2.00	752.00	"TSCA"	3.00	"MRS, ST, MJ"	9/26/2005 0:00:00	24.70	15.60	7.40	0.00	"C"	0		"0"	
2.00	752.00	"TSCA"	4.00	"KB;HV"	7/6/2010 0:00:00	28.70	16.10	4.00	0.00	"B"	3		"N"	
2.00	753.00	"ACRU"	3.00	"MRS, ST, MJ"	9/26/2005 0:00:00	20.10	23.00	13.70	0.00	"B"	2		"0"	
2.00	753.00	"ACRU"	4.00	"KB;HV"	7/6/2010 0:00:00	23.40	23.30	15.10	0.00	"B"	5		"N"	
2.00	754.00	"ACRU"	3.00	"MRS, ST, MJ"	9/26/2005 0:00:00	25.50	20.50	14.00	0.00	"B"	2		"0"	
2.00	754.00	"ACRU"	4.00	"KB;HV"	7/6/2010 0:00:00	29.40	26.50	10.70	0.00	"B"	4		"N"	"Took points 754/751"
2.00	755.00	"ACSA"	3.00	"MRS, ST, MJ"	9/26/2005 0:00:00	14.30	16.40	10.80	0.00	"B"	1		"0"	
2.00	755.00	"ACSA"	4.00	"KB;HV"	7/7/2010 0:00:00	16.70	20.80	12.00	0.00	"B"	5		"N"	
2.00	756.00	"TSCA"	3.00	"MRS, ST, MJ"	9/26/2005 0:00:00	20.50	12.80	6.30	0.00	"C"	0		"0"	
2.00	756.00	"TSCA"	4.00	"KB;HV"	7/6/2010 0:00:00	25.60	14.60	3.70	0.00	"C"	5		"N"	
2.00	757.00	"ACRU"	3.00	"MRS, ST, MJ"	9/26/2005 0:00:00	19.50	20.20	12.70	0.00	"B"	3		"0"	
2.00	757.00	"ACRU"	4.00	"KB;HV"	7/6/2010 0:00:00	21.30	23.90	11.70	0.00	"B"	3		"N"	
2.00	758.00	"ACSA"	3.00	"MRS, ST, MJ"	9/26/2005 0:00:00	29.80	18.80	12.40	0.00	"B"	4		"1"	
2.00	758.00	"ACSA"	4.00	"KB;HV"	7/6/2010 0:00:00	29.80	22.60	12.10	0.00	"B"	4		"Y"	
2.00	759.00	"ACRU"	3.00	"MRS, ST, MJ"	9/26/2005 0:00:00	11.80	9.40	6.90	35.00	"C"	2		"0"	"DATASHEET LISTS HT 9.4/5.6 AND llc 6.9/2.0"
2.00	759.00	"ACRU"	4.00	"KB;HV"	7/8/2010 0:00:00	13.80	10.80	7.70	35.00	"C"	2		"N"	"Distance= 4.51; Points between 759 and 769"
2.00	760.00	"ACSA"	3.00	"MRS, ST, MJ"	9/26/2005 0:00:00	14.70	18.30	7.20	0.00	"B"	3		"0"	
2.00	760.00	"ACSA"	4.00	"KB;HV"	7/8/2010 0:00:00	16.40	18.80	7.60	0.00	"B"	3		"N"	"Took points between this tree and tree #762"
2.00	761.00	"ABBA"	3.00	"MRS, ST, MJ"	9/26/2005 0:00:00	16.60	11.30	4.10	0.00	"C"	4		"0"	
2.00	761.00	"PIRU"	4.00	"KB;HV"	7/8/2010 0:00:00	18.20	13.10	5.80	0.00	"C"	3		"N"	"Took points between 761 and 764"
2.00	762.00	"PIST"	3.00	"MRS, ST, MJ"	9/26/2005 0:00:00	26.70	13.00	7.20	3.00	"B"	2		"0"	
2.00	762.00	"PIST"	4.00	"KB;HV"	7/8/2010 0:00:00	31.60	17.00	6.00	0.00	"B"	4		"N"	"Took points between this tree and tree #760"
2.00	763.00	"QURU"	3.00	"MRS, ST, MJ"	9/26/2005 0:00:00	36.50	19.20	10.90	0.00	"B"	5		"0"	
2.00	763.00	"QURU"	4.00	"KB;HV"	7/6/2010 0:00:00	40.60	21.50	9.40	0.00	"B"	5		"N"	
2.00	764.00	"BEPA"	3.00	"MRS, ST, MJ"	9/26/2005 0:00:00	22.80	20.00	11.80	35.00	"B"	5		"0"	"DATASHEET LISTS HT 20/7.2; LLC 7.2/4.2"
2.00	764.00	"BEPA"	4.00	"KB;HV"	7/8/2010 0:00:00	23.90	24.70	13.00	0.00	"B"	3		"N"	"Took points between 761 and 764"
2.00	765.00	"PIST"	3.00	"MRS, ST, MJ"	9/26/2005 0:00:00	31.40	19.00	7.60	0.00	"B"	3		"0"	
2.00	765.00	"PIST"	4.00	"KB;HV"	7/8/2010 0:00:00	37.20	19.80	5.60	0.00	"B"	3		"N"	
2.00	766.00	"ACRU"	3.00	"MRS, ST, MJ"	9/26/2005 0:00:00	15.50	15.90	10.50	0.00	"B"	2		"0"	
2.00	766.00	"ACRU"	4.00	"KB;HV"	7/8/2010 0:00:00	17.80	19.10	11.10	0.00	"B"	4		"N"	
2.00	767.00	"TSCA"	3.00	"MRS, ST, MJ"	9/26/2005 0:00:00	20.50	14.70	4.70	0.00	"C"	0		"0"	
2.00	767.00	"TSCA"	4.00	"KB;HV"	7/7/2010 0:00:00	25.60	16.10	3.30	0.00	"B"	3		"N"	
2.00	768.00	"QURU"	3.00	"MRS, ST, MJ"	9/26/2005 0:00:00	95.20	23.20	10.80	0.00	"B"	5		"0"	", DBH at 4.5' not above"
2.00	768.00	"QURU"	4.00	"KB;HV"	7/6/2010 0:00:00	98.30	23.00	10.30	0.00	"B"	5		"N"	
2.00	769.00	"FAGR"	3.00	"MRS, ST, MJ"	9/26/2005 0:00:00	13.80	12.40	6.60	23.00	"C"	2		"0"	
2.00	769.00	"FAGR"	4.00	"KB;HV"	7/8/2010 0:00:00	16.00	13.10	1.34	3.00	"C"	1		"N"	"Points between 759 and 769"
2.00	770.00	"ACSA"	3.00	"MRS, ST, MJ"	9/26/2005 0:00:00	18.10	17.50	9.20	0.00	"B"	4		"0"	
2.00	770.00	"ACSA"	4.00	"KB;HV"	7/8/2010 0:00:00	22.20	19.20	8.00	0.00	"B"	5		"N"	
2.00	771.00	"ACSA"	3.00	"MRS, ST, MJ"	9/26/2005 0:00:00	17.50	17.80	8.40	0.00	"B"	1		"0"	
2.00	771.00	"ACSA"	4.00	"KB;HV"	7/8/2010 0:00:00	20.50	17.10	6.80	0.00	"B"	1		"N"	
2.00	772.00	"ACRU"	4.00	"KB;HV"	7/8/2010 0:00:00	15.10	14.40	6.70	0.00	"C"	3		"N"	"Took points 772/773"
2.00	772.00	"ACSA"	3.00	"MRS, ST, MJ"	9/26/2005 0:00:00	13.20	14.40	10.00	0.00	"C"	0		"0"	
2.00	773.00	"ACRU"	4.00	"KB;HV"	7/8/2010 0:00:00	22.60	19.10	9.90	0.00	"B"	4		"N"	"Took points 772/773"
2.00	773.00	"ACSA"	3.00	"MRS, ST, MJ"	9/26/2005 0:00:00	20.20	17.50	10.50	0.00	"B"	3		"0"	
2.00	774.00	"PIGL"	3.00	"MRS, ST, MJ"	9/26/2005 0:00:00	46.90	26.10	10.50	0.00	"A"	4		"0"	
2.00	774.00	"PIGL"	4.00	"KB;HV"	7/8/2010 0:00:00	48.80	27.30	9.90	0.00	"A"	5		"N"	
2.00	775.00	"TSCA"	3.00	"MRS, ST, MJ"	9/26/2005 0:00:00	59.30	18.70	5.20	0.00	"B"	3		"1"	
2.00	775.00	"TSCA"	4.00	"KB;HV"	7/8/2010 0:00:00	59.30	20.30	3.90	0.00	"B"	4		"Y"	
2.00	776.00	"PIST"	3.00	"MRS, ST, MJ"	9/26/2005 0:00:00	31.50	19.90	12.10	0.00	"B"	1		"0"	
2.00	776.00	"PIST"	4.00	"KB;HV"	7/8/2010 0:00:00	35.10	23.00	13.00	0.00	"B"	2		"N"	
