"RA"	"RT."	"TREE_CODE"	"INV"	"CREW"	"DATE"	"DBH"	"HT"	"LLC"	"COND"	"ST"	"LI"	"CC"	"CAV"	"NOTES"
2.00	777.00	"THOC"	3.00	"MRS, ST, MJ"	9/26/2005 0:00:00	30.20	14.30	5.30	0.00	"B"	2		"0"	
2.00	777.00	"THOC"	4.00	"KB;HV"	7/8/2010 0:00:00	33.20	15.80	3.90	0.00	"B"	4		"N"	
2.00	778.00	"FRAM"	3.00	"MRS, ST, MJ"	9/26/2005 0:00:00	19.80	25.60	9.80	0.00	"B"	4		"0"	
2.00	778.00	"FRAM"	4.00	"KB;HV"	7/8/2010 0:00:00	23.50	17.70	6.30	0.00	"B"	4		"N"	
2.00	779.00	"PIST"	3.00	"MRS, ST, MJ"	9/26/2005 0:00:00	30.70	21.40	12.80	0.00	"B"	3		"0"	
2.00	779.00	"PIST"	4.00	"KB;HV"	7/8/2010 0:00:00	37.20	23.10	12.80	0.00	"B"	5		"N"	
2.00	780.00	"ACSA"	3.00	"MRS, ST, MJ"	9/26/2005 0:00:00	25.00	17.50	9.00	0.00	"B"	3		"0"	
2.00	780.00	"ACSA"	4.00	"KB;HV"	7/8/2010 0:00:00	27.60	16.90	7.90	0.00	"B"	4		"N"	
2.00	781.00	"ACRU"	3.00	"MRS, ST, MJ"	9/26/2005 0:00:00	17.40	16.20	8.60	0.00	"B"	1		"0"	
2.00	781.00	"ACRU"	4.00	"KB;HV"	7/8/2010 0:00:00	19.80	16.00	3.80	0.00	"B"	4		"N"	
2.00	781.00	"PIRU"	4.00	"KB;HV"	7/7/2010 0:00:00				9.00					
2.00	782.00	"THOC"	3.00	"MRS, ST, MJ"	9/26/2005 0:00:00	29.80	11.20	8.40	3.00	"C"	0		"1"	
2.00	782.00	"THOC"	4.00	"KB;HV"	7/8/2010 0:00:00	31.30	11.40	5.00	0.00	"B"	4		"Y"	
2.00	783.00	"THOC"	3.00	"MRS, ST, MJ"	9/26/2005 0:00:00	33.10	14.10	7.70	2.00	"B"	1		"1"	
2.00	783.00	"THOC"	4.00	"KB;HV"	7/8/2010 0:00:00	35.90	13.60	4.50	0.00	"B"	5		"N"	
2.00	784.00	"FRAM"	3.00	"MRS, ST, MJ"	9/26/2005 0:00:00	15.10	14.60	10.20	0.00	"B"	1		"0"	
2.00	784.00	"FRAM"	4.00	"KB;HV"	7/8/2010 0:00:00	18.70	17.30	2.40	0.00	"C"	3		"N"	"Took points 788/784"
2.00	785.00	"PIST"	3.00	"MRS, ST, MJ"	9/26/2005 0:00:00	32.30	19.60	12.30	0.00	"B"	3		"0"	
2.00	785.00	"PIST"	4.00	"KB;HV"	7/8/2010 0:00:00	37.00	24.20	9.70	0.00	"B"	5		"N"	
2.00	786.00	"TSCA"	3.00	"MRS, ST, MJ"	9/26/2005 0:00:00	20.70	16.30	5.50	0.00	"B"	1		"0"	
2.00	786.00	"TSCA"	4.00	"KB;HV"	7/8/2010 0:00:00	25.30	16.10	3.70	0.00	"B"	4		"N"	"Took points 786/787"
2.00	787.00	"PIRU"	3.00	"MRS, ST, MJ"	9/26/2005 0:00:00	18.30	16.00	8.60	0.00	"B"	2		"0"	
2.00	787.00	"PIRU"	4.00	"KB;HV"	7/8/2010 0:00:00	20.10	15.40	9.00	0.00	"B"	4		"N"	"Took points 786/787"
2.00	788.00	"FRAM"	3.00	"MRS, ST, MJ"	9/26/2005 0:00:00	26.80	23.70	13.30	0.00	"B"	4		"0"	
2.00	788.00	"FRAM"	4.00	"KB;HV"	7/8/2010 0:00:00	31.50	22.30	11.90	0.00	"B"	4		"N"	"Took points 788/784"
2.00	789.00	"TSCA"	3.00	"MRS, ST, MJ"	9/26/2005 0:00:00	19.30	11.80	5.50	0.00	"C"	2		"0"	
2.00	789.00	"TSCA"	4.00	"KB;HV"	7/7/2010 0:00:00	21.60	13.90	2.60	0.00	"C"	2		"N"	
2.00	790.00	"BEPA"	3.00	"MRS, ST, MJ"	9/26/2005 0:00:00	30.70	19.60	12.30	0.00	"B"	4		"0"	
2.00	790.00	"BEPA"	4.00	"KB;HV"	7/7/2010 0:00:00	32.60	22.60	12.10	0.00	"B"	4		"N"	
2.00	791.00	"ACRU"	4.00	"KB;HV"	7/7/2010 0:00:00	12.20	12.10	6.80	0.00	"C"	1		"N"	"Measured  9 cm below dbh"
2.00	791.00	"ACSA"	3.00	"MRS, ST, MJ"	9/26/2005 0:00:00	10.60	10.90	5.90	0.00	"C"	1		"0"	
2.00	792.00	"TSCA"	3.00	"MRS, ST, MJ"	9/26/2005 0:00:00	19.70	13.30	4.60	0.00	"C"	1		"0"	
2.00	792.00	"TSCA"	4.00	"KB;HV"	7/7/2010 0:00:00	22.70	15.50	5.40	0.00	"C"	2		"N"	
2.00	793.00	"BEAL"	3.00	"MRS, ST, MJ"	9/26/2005 0:00:00	29.10	18.40	8.70	0.00	"B"	2		"0"	
2.00	793.00	"BEAL"	4.00	"KB;HV"	7/7/2010 0:00:00	30.50	18.70	2.50	0.00	"B"	3		"N"	
2.00	794.00	"TSCA"	3.00	"MRS, ST, MJ"	9/26/2005 0:00:00	31.70	15.50	4.00	0.00	"B"	3		"0"	
2.00	794.00	"TSCA"	4.00	"KB;HV"	7/7/2010 0:00:00	35.00	17.60	2.30	0.00	"B"	4		"N"	
2.00	795.00	"PIRU"	3.00	"MRS, ST, MJ"	9/26/2005 0:00:00	20.00	15.80	12.40	0.00	"B"	4		"0"	
2.00	795.00	"PIRU"	4.00	"KB;HV"	7/7/2010 0:00:00	20.50	16.10	6.10	0.00	"B"	4		"N"	
2.00	796.00	"TSCA"	3.00	"MRS, ST, MJ"	9/26/2005 0:00:00	24.90	14.50	5.30	0.00	"B"	2		"0"	
2.00	796.00	"TSCA"	4.00	"KB;HV"	7/7/2010 0:00:00	29.10	16.70	3.60	0.00	"B"	2		"N"	
2.00	797.00	"FAGR"	3.00	"MRS, ST, MJ"	9/26/2005 0:00:00	14.10	13.10	6.20	2.00	"C"	1		"0"	
2.00	797.00	"FAGR"	4.00	"KB;HV"	7/7/2010 0:00:00	16.20	15.70	1.80	0.00	"C"	1		"N"	
2.00	798.00	"FRAM"	3.00	"MRS, ST, MJ"	9/26/2005 0:00:00	23.80	21.60	14.30	0.00	"B"	2		"0"	
2.00	798.00	"FRAM"	4.00	"KB;HV"	7/7/2010 0:00:00	25.10	21.20	13.40	0.00	"B"	4		"N"	
2.00	799.00	"ACRU"	3.00	"MRS, ST, MJ"	9/26/2005 0:00:00	29.30	19.00	13.00	0.00	"B"	3		"1"	"DBH at 2.5m Above swelling"
2.00	799.00	"ACRU"	4.00	"KB;HV"	7/7/2010 0:00:00	36.60	18.50	7.10	0.00	"B"	3		"N"	"Measured 21 cm above DBH due to defect"
2.00	800.00	"FAGR"	3.00	"MRS, ST, MJ"	9/26/2005 0:00:00	14.40	13.70	6.20	2.00	"C"	0		"0"	
2.00	800.00	"FAGR"	4.00	"KB;HV"	7/7/2010 0:00:00	15.60	13.90	3.10	0.00	"C"	1		"N"	"Took points 800/797"
5.00	0.00	"TSCA"	3.00	"ST, AS"	11/11/2006 0:00:00	22.80	11.70	4.80	0.00	"C"	1		"N"	
5.00	0.00	"TSCA"	4.00	"HV;SJ"	7/29/2010 0:00:00	24.70	14.40	5.00	0.00	"B"	5		"N"	"""Perm codes: P=permanent"
5.00	1.00	"PIST"	3.00	"ST AS"	11/11/2006 0:00:00	45.60	29.20	14.40	0.00	"B"	2		"N"	
5.00	1.00	"PIST"	4.00	"HV;SJ"	7/29/2010 0:00:00	47.10	30.60	15.00	0.00	"A"	5		"N"	
5.00	2.00	"ACSA"	3.00	"ST AS"	11/11/2006 0:00:00	15.80	15.80	6.20	0.00	"C"	0		"N"	
5.00	2.00	"ACSA"	4.00	"HV;SJ"	7/29/2010 0:00:00	17.10	17.10	3.90	0.00	"B"	2		"N"	
5.00	3.00	"ACRU"	3.00	"ST AS"	11/11/2006 0:00:00	32.60	17.70	8.20	0.00	"B"	3		"N"	
5.00	3.00	"ACRU"	4.00	"KB;SJ;HV;AS"	8/2/2010 0:00:00	24.90	18.60	8.80	0.00	"B"	5		"N"	
5.00	4.00	"ACRU"	3.00	"ST AS"	11/11/2006 0:00:00	34.10	14.10	7.80	0.00	"B"	4		"N"	
5.00	4.00	"ACRU"	4.00	"KB;SJ;HV;AS"	8/2/2010 0:00:00	35.40	19.80	7.20	0.00	"B"	4		"N"	
5.00	5.00	"PIRU"	3.00	"ST AS"	11/11/2006 0:00:00	39.80	20.20	10.70	0.00	"B"	4		"N"	
5.00	6.00	"ACRU"	3.00	"ST AS"	11/11/2006 0:00:00	24.90	17.70	9.60	0.00	"B"	2		"N"	
5.00	6.00	"ACRU"	4.00	"KB;SJ;HV;AS"	8/2/2010 0:00:00	28.20	22.90	9.50	0.00	"B"	3		"N"	
5.00	7.00	"ACRU"	3.00	"ST AS"	11/11/2006 0:00:00	21.50	14.90	9.20	0.00	"B"	3		"N"	
5.00	7.00	"ACRU"	4.00	"KB;SJ;HV;AS"	8/2/2010 0:00:00	23.20	19.00	8.40	0.00	"B"	3		"N"	
5.00	8.00	"ACRU"	3.00	"ST AS"	11/11/2006 0:00:00	24.40	17.60	9.50	0.00	"B"	2		"N"	
5.00	8.00	"ACRU"	4.00	"KB;SJ;HV;AS"	8/2/2010 0:00:00	25.90	22.10	6.50	0.00	"B"	1		"N"	
5.00	9.00	"ACRU"	4.00	"KB;SJ;HV;AS"	8/2/2010 0:00:00	18.20	15.40	8.30	0.00	"B"	2		"N"	
5.00	9.00	"ACSA"	3.00	"ST AS"	11/11/2006 0:00:00	16.40	10.30	5.70	0.00	"B"	3		"N"	
5.00	10.00	"ACRU"	3.00	"ST AS"	11/11/2006 0:00:00	15.80	10.70	6.60	0.00	"B"	2		"N"	
5.00	10.00	"ACRU"	4.00	"KB;SJ;HV;AS"	8/2/2010 0:00:00	16.70	12.20	5.60	0.00	"B"	2		"N"	
5.00	11.00	"ACRU"	3.00	"ST AS"	11/11/2006 0:00:00	14.10	13.50	6.80	0.00	"B"	2		"N"	
5.00	11.00	"ACRU"	4.00	"KB;SJ;HV;AS"	8/2/2010 0:00:00	15.00	14.40	7.20	0.00	"B"	1		"N"	
5.00	12.00	"ACRU"	3.00	"ST AS"	11/11/2006 0:00:00	25.20	14.90	8.40	0.00	"B"	4		"N"	
5.00	12.00	"ACRU"	4.00	"KB;SJ;HV;AS"	8/2/2010 0:00:00	25.40	18.20	9.60	0.00	"B"	3		"N"	
5.00	13.00	"ACRU"	3.00	"ST AS"	11/11/2006 0:00:00	21.60	10.00	6.50	0.00	"B"	2		"N"	
5.00	13.00	"ACRU"	4.00	"KB;SJ;HV;AS"	8/2/2010 0:00:00	21.30	11.10	5.60	3.00	"B"	1		"N"	
5.00	14.00	"ACRU"	3.00	"ST AS"	11/11/2006 0:00:00	13.40	11.00	4.90	0.00	"B"	2		"N"	
5.00	14.00	"ACRU"	4.00	"KB;SJ;HV;AS"	8/2/2010 0:00:00	13.90	13.60	2.30	0.00	"C"	2		"N"	
5.00	15.00	"ACRU"	3.00	"ST AS"	11/11/2006 0:00:00	24.50	17.50	10.10	0.00	"B"	2		"N"	
5.00	15.00	"ACRU"	4.00	"KB;SJ;HV;AS"	8/2/2010 0:00:00	26.00	18.40	9.30	0.00	"B"	1		"N"	
5.00	16.00	"ACRU"	3.00	"ST AS"	11/11/2006 0:00:00	18.90	13.10	6.90	0.00	"B"	2		"N"	
5.00	16.00	"ACRU"	4.00	"KB;SJ;HV;AS"	8/2/2010 0:00:00	21.00	15.30	6.40	0.00	"C"	2		"N"	
5.00	17.00	"ACRU"	3.00	"ST AS"	11/11/2006 0:00:00	21.70	17.80	12.20	0.00	"B"	2		"N"	
5.00	17.00	"ACRU"	4.00	"KB;SJ;HV;AS"	8/2/2010 0:00:00	23.10	20.30	4.80	0.00	"B"	1		"N"	
5.00	18.00	"PIRU"	3.00	"ST AS"	11/11/2006 0:00:00	19.20	11.10	2.20	0.00	"C"	1		"N"	
5.00	18.00	"PIRU"	4.00	"KB;SJ;HV;AS"	8/2/2010 0:00:00	20.00	14.40	5.30	0.00	"B"	2		"N"	
5.00	19.00	"PIRU"	3.00	"ST AS"	11/11/2006 0:00:00	17.10	10.40	3.30	0.00	"C"	1		"N"	
5.00	19.00	"PIRU"	4.00	"KB;SJ;HV;AS"	8/2/2010 0:00:00	19.80	13.70	5.00	0.00	"C"	3		"N"	
5.00	20.00	"ACRU"	3.00	"ST AS"	11/11/2006 0:00:00	23.20	17.30	8.20	0.00	"B"	4		"N"	
5.00	20.00	"ACRU"	4.00	"KB;SJ;HV;AS"	8/2/2010 0:00:00	24.10	18.10	7.80	0.00	"B"	3		"N"	
5.00	21.00	"ACRU"	3.00	"ST AS"	11/11/2006 0:00:00	38.20	19.40	9.80	0.00	"B"	5		"N"	
5.00	21.00	"ACRU"	4.00	"KB;SJ;HV;AS"	8/2/2010 0:00:00	39.30	21.20	8.50	0.00	"B"	3		"N"	
5.00	22.00	"ACRU"	3.00	"ST AS"	11/11/2006 0:00:00	21.80	13.00	8.30	0.00	"B"	3		"N"	
5.00	22.00	"ACRU"	4.00	"KB;SJ;HV;AS"	8/2/2010 0:00:00	21.70	14.60	3.20	0.00	"B"	3		"N"	
5.00	23.00	"PIGL"	3.00	"ST AS"	11/11/2006 0:00:00	28.40	16.20	9.10	0.00	"B"	2		"N"	
5.00	23.00	"PIRE"	4.00	"KB;SJ;HV;AS"	8/2/2010 0:00:00	50.40	23.20	10.60	0.00	"A"	4		"N"	
5.00	24.00	"PIGL"	4.00	"KB;SJ;HV;AS"	8/2/2010 0:00:00	30.80	19.00	8.00	0.00	"B"	3		"N"	
5.00	24.00	"PIRE"	3.00	"ST AS"	11/11/2006 0:00:00	48.50	23.40	6.50	0.00	"A"	5		"N"	
5.00	25.00	"ACRU"	3.00	"ST AS"	11/11/2006 0:00:00	16.00	15.20	8.50	0.00	"B"	2		"N"	
5.00	25.00	"ACRU"	4.00	"KB;SJ;HV;AS"	8/2/2010 0:00:00	20.10	17.90	7.80	0.00	"B"	3		"N"	
5.00	26.00	"ACRU"	3.00	"ST AS"	11/11/2006 0:00:00	20.20	9.20	6.40	0.00	"C"	2		"N"	
5.00	26.00	"ACRU"	4.00	"KB;SJ;HV;AS"	8/2/2010 0:00:00	20.70	13.80	5.90	0.00	"C"	1		"N"	
5.00	27.00	"ACRU"	3.00	"ST AS"	11/11/2006 0:00:00	17.80	12.30	8.60	0.00	"C"	2		"N"	
5.00	27.00	"ACRU"	4.00	"KB;SJ;HV;AS"	8/2/2010 0:00:00	19.20	15.00	7.60	0.00	"B"	1		"N"	"Measured above defect"
5.00	28.00	"ACRU"	3.00	"ST AS"	11/11/2006 0:00:00	24.00	13.10	8.30	0.00	"B"	2		"N"	
5.00	28.00	"ACRU"	4.00	"KB;SJ;HV;AS"	8/2/2010 0:00:00	26.40	16.50	7.50	0.00	"B"	2		"N"	
5.00	29.00	"ACRU"	3.00	"ST AS"	11/11/2006 0:00:00	19.20	13.30	7.90	0.00	"B"	2		"N"	
5.00	29.00	"ACRU"	4.00	"KB;SJ;HV;AS"	8/2/2010 0:00:00	21.00	15.60	7.60	0.00	"B"	2		"N"	
5.00	30.00	"ACRU"	3.00	"ST AS"	11/11/2006 0:00:00	30.00	16.70	10.10	0.00	"B"	4		"N"	
5.00	30.00	"ACRU"	4.00	"KB;SJ;HV;AS"	8/2/2010 0:00:00	31.60	21.00	10.40	0.00	"B"	2		"N"	
5.00	31.00	"ACRU"	3.00	"ST AS"	11/11/2006 0:00:00	16.00	10.50	7.30	0.00	"C"	2		"N"	
5.00	31.00	"ACRU"	4.00	"KB;SJ;HV;AS"	8/2/2010 0:00:00	17.60	12.10	6.80	0.00	"C"	2		"N"	
5.00	32.00	"PIGL"	3.00	"ST AS"	11/11/2006 0:00:00	37.50	20.80	11.10	0.00	"A"	5		"N"	
5.00	32.00	"PIGL"	4.00	"HV;SJ"	7/29/2010 0:00:00	38.80	23.50	12.30	0.00	"A"	5		"N"	
5.00	33.00	"TSCA"	3.00	"ST AS"	11/11/2006 0:00:00	19.00	11.60	7.30	0.00	"C"	1		"N"	
5.00	33.00	"TSCA"	4.00	"HV;SJ"	7/29/2010 0:00:00	20.60	14.10	6.40	0.00	"C"	2		"N"	
5.00	34.00	"TSCA"	3.00	"ST AS"	11/11/2006 0:00:00	24.60	13.00	7.30	0.00	"B"	1		"N"	
5.00	34.00	"TSCA"	4.00	"HV;SJ"	7/29/2010 0:00:00	26.30	15.20	7.60	0.00	"B"	3		"N"	
5.00	35.00	"PIGL"	3.00	"ST AS"	11/11/2006 0:00:00	17.40	14.10	7.60	0.00	"B"	1		"N"	
5.00	35.00	"PIGL"	4.00	"HV;SJ"	7/29/2010 0:00:00	18.50	16.40	10.70	0.00	"B"	3		"N"	"Code was TSUCAN"
5.00	36.00	"TSCA"	3.00	"ST AS"	11/11/2006 0:00:00	18.20	11.70	3.00	0.00	"C"	0		"N"	
5.00	36.00	"TSCA"	4.00	"HV;SJ"	7/29/2010 0:00:00	34.30	22.80	11.40	0.00	"B"	4		"N"	
5.00	37.00	"TSCA"	3.00	"ST AS"	11/11/2006 0:00:00	21.70	16.10	9.30	0.00	"B"	1		"N"	
5.00	37.00	"TSCA"	4.00	"HV;SJ"	7/29/2010 0:00:00	24.20	18.10	9.60	0.00	"B"	3		"N"	
5.00	38.00	"TSCA"	3.00	"ST AS"	11/11/2006 0:00:00	22.60	16.90	5.60	0.00	"B"	1		"N"	
5.00	38.00	"TSCA"	4.00	"HV;SJ"	7/29/2010 0:00:00	24.40	15.30	4.90	0.00	"B"	4		"N"	
5.00	39.00	"TSCA"	3.00	"ST AS"	11/11/2006 0:00:00	17.00	9.60	3.30	0.00	"C"	1		"N"	
5.00	39.00	"TSCA"	4.00	"HV;SJ"	7/29/2010 0:00:00	19.50	12.70	5.90	0.00	"C"	3		"N"	
5.00	40.00	"TSCA"	3.00	"ST AS"	11/11/2006 0:00:00	22.80	15.00	4.50	0.00	"B"	1		"N"	
5.00	40.00	"TSCA"	4.00	"HV;SJ"	7/29/2010 0:00:00	25.50	16.00	2.10	0.00	"B"	4		"N"	
5.00	41.00	"TSCA"	3.00	"ST AS"	11/11/2006 0:00:00	39.00	19.50	9.10	0.00	"B"	2		"N"	
5.00	41.00	"TSCA"	4.00	"HV;SJ"	7/29/2010 0:00:00	39.40	20.70	13.20	0.00	"A"	5		"N"	
5.00	42.00	"PIGL"	3.00	"ST AS"	11/11/2006 0:00:00	16.00	15.80	7.60	0.00	"B"	1		"N"	
5.00	42.00	"PIGL"	4.00	"HV;SJ"	7/29/2010 0:00:00	17.40	17.90	7.20	0.00	"B"	3		"N"	
5.00	43.00	"THOC"	3.00	"ST AS"	11/11/2006 0:00:00	29.20	15.10	7.00	0.00	"B"	1		"N"	
5.00	43.00	"THOC"	4.00	"HV;SJ"	7/29/2010 0:00:00	30.40	18.00	8.70	0.00	"B"	4		"N"	
5.00	44.00	"TSCA"	3.00	"ST AS"	11/11/2006 0:00:00	35.30	19.50	9.40	0.00	"B"	2		"N"	
5.00	44.00	"TSCA"	4.00	"HV;SJ"	7/29/2010 0:00:00	37.50	19.60	9.00	0.00	"B"	3		"N"	
5.00	45.00	"ACRU"	3.00	"ST AS MO"	11/11/2006 0:00:00	21.90	17.20	10.50	0.00	"B"	2		"N"	"""MEASURED @ TAG"
5.00	45.00	"ACRU"	4.00	"HV;SJ"	7/29/2010 0:00:00	23.00	19.10	11.10	0.00	"B"	3		"N"	
5.00	46.00	"TSCA"	3.00	"ST AS MO"	11/11/2006 0:00:00	32.80	20.60	9.50	0.00	"B"	3		"N"	
5.00	46.00	"TSCA"	4.00	"HV;SJ"	7/29/2010 0:00:00	34.80	22.40	12.20	0.00	"B"	5		"N"	
5.00	47.00	"TSCA"	3.00	"ST AS MO"	11/11/2006 0:00:00	23.50	15.90	9.40	0.00	"B"	2		"N"	
5.00	47.00	"TSCA"	4.00	"HV;SJ"	7/29/2010 0:00:00	26.60	19.00	8.30	0.00	"B"	3		"N"	
5.00	48.00	"TSCA"	3.00	"ST AS MO"	11/11/2006 0:00:00	28.70	18.10	11.20	0.00	"B"	1		"N"	
5.00	48.00	"TSCA"	4.00	"HV;SJ"	7/29/2010 0:00:00	29.90	18.20	10.20	0.00	"B"	3		"N"	
5.00	49.00	"TSCA"	3.00	"ST AS MO"	11/11/2006 0:00:00	28.10	17.60	9.70	0.00	"B"	2		"N"	
5.00	49.00	"TSCA"	4.00	"HV;SJ"	7/29/2010 0:00:00	29.80	18.20	5.70	0.00	"B"	3		"N"	
5.00	50.00	"TSCA"	3.00	"ST AS MO"	11/11/2006 0:00:00	19.80	15.50	7.30	0.00	"B"	2		"N"	
5.00	50.00	"TSCA"	4.00	"HV;SJ"	7/29/2010 0:00:00	22.00	17.10	2.60	3.00	"B"	3		"N"	
5.00	51.00	"TSCA"	3.00	"ST AS MO"	11/11/2006 0:00:00	25.60	18.40	10.10	0.00	"B"	1		"N"	
5.00	51.00	"TSCA"	4.00	"HV;SJ"	7/29/2010 0:00:00	27.90	18.30	10.40	0.00	"B"	3		"N"	
5.00	52.00	"TSCA"	3.00	"ST AS MO"	11/11/2006 0:00:00	30.20	20.10	11.70	0.00	"B"	2		"N"	
5.00	52.00	"TSCA"	4.00	"HV;SJ"	7/29/2010 0:00:00	32.70	19.80	9.20	0.00	"B"	3		"N"	
5.00	53.00	"TSCA"	3.00	"ST AS MO"	11/11/2006 0:00:00	20.30	11.20	5.80	0.00	"C"	1		"N"	
5.00	53.00	"TSCA"	4.00	"HV;SJ"	7/29/2010 0:00:00	21.50	12.10	5.20	0.00	"C"	2		"N"	
5.00	54.00	"TSCA"	3.00	"ST AS MO"	11/11/2006 0:00:00	16.70	19.50	12.90	0.00	"B"	3		"N"	
5.00	54.00	"TSCA"	4.00	"HV;SJ"	7/29/2010 0:00:00	28.20	15.50	5.60	0.00	"C"	2		"N"	
5.00	55.00	"ACRU"	3.00	"ST AS MO"	11/11/2006 0:00:00	26.70	14.10	5.60	0.00	"B"	1		"N"	
5.00	55.00	"ACRU"	4.00	"HV;SJ"	7/29/2010 0:00:00	17.50	14.20	10.40	3.00	"B"	3		"N"	
5.00	56.00	"TSCA"	3.00	"ST AS MO"	11/11/2006 0:00:00	17.50	12.10	4.50	0.00	"C"	1		"N"	
5.00	56.00	"TSCA"	4.00	"HV;SJ"	7/29/2010 0:00:00	20.30	14.20	6.10	0.00	"C"	2		"N"	
5.00	57.00	"TSCA"	3.00	"ST AS MO"	11/11/2006 0:00:00	17.60	11.40	5.70	0.00	"C"	1		"N"	
5.00	57.00	"TSCA"	4.00	"HV;SJ"	7/29/2010 0:00:00	18.50	14.10	3.90	0.00	"C"	2		"N"	
5.00	58.00	"PIST"	3.00	"ST AS MO"	11/11/2006 0:00:00	59.80	27.90	14.60	0.00	"A"	4		"N"	
5.00	58.00	"PIST"	4.00	"HV;SJ"	7/29/2010 0:00:00	62.80	28.40	15.50	0.00	"A"	5		"N"	
5.00	59.00	"PIST"	3.00	"ST AS MO"	11/11/2006 0:00:00	46.00	26.30	16.60	0.00	"A"	4		"N"	
5.00	59.00	"PIST"	4.00	"HV;SJ"	7/29/2010 0:00:00	50.60	26.40	15.20	0.00	"A"	5		"N"	
5.00	60.00	"PIST"	3.00	"ST AS MO"	11/11/2006 0:00:00	36.30	24.70	16.40	0.00	"A"	3		"N"	
5.00	60.00	"PIST"	4.00	"HV;SJ"	7/29/2010 0:00:00	37.80	26.90	17.10	0.00	"A"	5		"N"	
5.00	61.00	"TSCA"	3.00	"ST AS MO"	11/11/2006 0:00:00	24.90	15.00	8.60	0.00	"B"	1		"N"	
5.00	61.00	"TSCA"	4.00	"HV;SJ"	7/29/2010 0:00:00	26.40	16.50	9.80	0.00	"C"	3		"N"	
5.00	62.00	"TSCA"	3.00	"ST AS MO"	11/11/2006 0:00:00	31.20	15.50	5.10	0.00	"B"	3		"N"	
5.00	62.00	"TSCA"	4.00	"KB;AS;AR;SJ"	8/4/2010 0:00:00	33.50	20.30	7.40	0.00	"B"	2			"On edge of E2"
5.00	63.00	"PIST"	3.00	"ST AS MO"	11/11/2006 0:00:00	49.00	24.20	13.20	0.00	"A"	3		"N"	
5.00	63.00	"PIST"	4.00	"HV;SJ"	7/29/2010 0:00:00	52.40	27.30	16.40	0.00	"A"	5		"N"	
5.00	64.00	"TSCA"	3.00	"ST AS MO"	11/11/2006 0:00:00	18.20	12.90	9.10	0.00	"C"	3		"N"	
5.00	64.00	"TSCA"	4.00	"HV;SJ"	7/29/2010 0:00:00	18.90	14.50	10.70	0.00	"C"	3		"N"	
5.00	65.00	"BEPA"	3.00	"ST AS MO"	11/11/2006 0:00:00	27.80	21.40	13.50	0.00	"B"	3		"N"	
5.00	65.00	"BEPA"	4.00	"HV;SJ"	7/29/2010 0:00:00	27.90	24.40	10.60	0.00	"B"	4		"N"	
5.00	66.00	"PIGL"	3.00	"ST AS MO MS"	11/11/2006 0:00:00	32.40	20.50	11.20	0.00	"B"	4		"N"	
5.00	66.00	"PIGL"	4.00	"KB;AS;AR;SJ"	8/4/2010 0:00:00	56.10	31.80	15.30	0.00	"A"	4			"E3 045"
5.00	67.00	"TSCA"	3.00	"ST AS MO MS"	11/11/2006 0:00:00	15.80	10.30	5.00	0.00	"C"	1		"N"	
5.00	67.00	"TSCA"	4.00	"KB;AS;AR;SJ"	8/4/2010 0:00:00	18.90	10.20	4.60	5.00	"C"	1			"E3 039; DIS 7.62"
5.00	68.00	"BEAL"	3.00	"ST AS MO MS"	11/11/2006 0:00:00	26.20	17.70	5.20	0.00	"B"	2		"N"	
5.00	68.00	"BEAL"	4.00	"KB;AS;AR;SJ"	8/4/2010 0:00:00	30.00	24.10	14.80	0.00	"B"	1			
5.00	69.00	"TSCA"	3.00	"ST AS MO MS"	11/11/2006 0:00:00	26.20	14.60		0.00	"B"	2			
5.00	70.00	"TSCA"	3.00	"ST AS MO MS"	11/11/2006 0:00:00	27.30	14.30	5.80	0.00	"B"	2		"N"	
5.00	70.00	"TSCA"	4.00	"KB;AS;AR;SJ"	8/4/2010 0:00:00	28.80	16.50	6.50	0.00	"B"	1			"E3 022"
5.00	71.00	"ACRU"	3.00	"ST AS MO MS"	11/11/2006 0:00:00	28.50	19.70	11.20	0.00	"B"	4		"N"	
5.00	71.00	"ACRU"	4.00	"KB;AS;AR;SJ"	8/4/2010 0:00:00	30.20	22.20	13.50	0.00	"B"	3			"E3 023"
5.00	73.00	"ACRU"	3.00	"ST AS MO MS"	11/11/2006 0:00:00	34.40	18.70	5.20	0.00	"B"	2		"N"	
5.00	73.00	"THOC"	3.00	"ST AS MO MS"	11/11/2006 0:00:00	23.20	13.00	4.90	0.00	"C"	2		"N"	
5.00	74.00	"TSCA"	3.00	"ST AS MO MS"	11/11/2006 0:00:00	23.90	8.80	3.50	3.00	"C"	2		"N"	
5.00	75.00	"THOC"	3.00	"ST AS MO MS"	11/11/2006 0:00:00	18.60	11.60	5.20	0.00	"C"	2		"N"	
5.00	77.00	"PIGL"	3.00	"ST AS MO MS"	11/11/2006 0:00:00	24.50	11.30	4.80	0.00	"C"	2		"N"	
5.00	78.00	"THOC"	3.00	"ST AS MO MS"	11/11/2006 0:00:00	27.10	11.40	3.90	0.00	"C"	2		"N"	
5.00	79.00	"ABBA"	3.00	"ST AS MO MS"	11/11/2006 0:00:00	16.70	10.00	5.40	0.00	"C"	3		"N"	
5.00	80.00	"THOC"	3.00	"ST AS MO MS"	11/11/2006 0:00:00	24.70	8.50	2.20	0.00	"C"	3		"N"	
