"RA"	"PLOT"	"S."	"TREE_CODE"	"ORG"	"AZIM"	"DIST"	"ALIAS"	"OS."	"NOTES"
9.00	"B8"	41.00	"ABBA"		188.00	5.22			
9.00	"B8"	42.00	"TSCA"		211.00	2.71			
9.00	"B8"	43.00	"ABBA"		223.00	2.64			
9.00	"B8"	44.00	"ABBA"		242.00	2.86			
9.00	"B8"	45.00	"ABBA"		247.00	3.01			
9.00	"B8"	46.00	"ABBA"		273.00	3.67			
9.00	"B8"	47.00	"ABBA"		280.00	3.16			
9.00	"C4"	1.00	"ABBA"		194.50	3.27			
9.00	"C4"	2.00	"ABBA"		180.00	3.77			
9.00	"C4"	3.00	"ABBA"		355.00	3.28			
9.00	"C4"	4.00	"ABBA"		172.00	4.43			
9.00	"C4"	5.00	"ABBA"						
9.00	"C4"	6.00	"ABBA"		199.00	4.75			
9.00	"C4"	8.00	"TSCA"		222.50	5.56			
9.00	"C4"	9.00	"ABBA"						
9.00	"C4"	10.00	"ABBA"						
9.00	"C4"	11.00	"ABBA"		276.50	2.94			
9.00	"C4"	12.00	"ABBA"						
9.00	"C4"	13.00	"ABBA"		227.00	3.51			
9.00	"C4"	14.00	"ABBA"		239.50	5.59			
9.00	"C4"	15.00	"ABBA"		236.50	4.02			
9.00	"C4"	16.00	"ABBA"		252.50	4.85			
9.00	"C4"	17.00	"ABBA"		310.00	5.03			
9.00	"C4"	18.00	"ABBA"		308.00	5.39			
9.00	"C4"	19.00	"ABBA"		299.50	5.02			
9.00	"C4"	20.00	"PIRU"		269.00	3.99			
9.00	"C4"	21.00	"ABBA"						
9.00	"C4"	22.00	"ABBA"						
9.00	"C4"	23.00	"ABBA"						
9.00	"C4"	24.00	"ABBA"						
9.00	"C4"	25.00	"ABBA"		75.00	4.57			
9.00	"C4"	26.00	"ABBA"						
9.00	"C4"	27.00	"ABBA"		86.00	5.01			
9.00	"C4"	28.00	"ABBA"		96.50	5.61			
9.00	"C4"	29.00	"ABBA"						
9.00	"C4"	30.00	"ABBA"						
9.00	"C4"	31.00	"ABBA"						
9.00	"C4"	32.00	"ABBA"		92.50	3.78			
9.00	"C4"	33.00	"ABBA"						
9.00	"C4"	34.00	"ABBA"						
9.00	"C4"	35.00	"ABBA"						
9.00	"C4"	36.00	"ABBA"		117.50	5.25			
9.00	"C4"	37.00	"ABBA"						
9.00	"C4"	38.00	"ABBA"						
9.00	"C4"	39.00	"ABBA"						
9.00	"C4"	40.00	"ABBA"		141.50	5.21			
9.00	"C4"	41.00	"ABBA"		142.50	4.73			
9.00	"C4"	42.00	"ABBA"						
9.00	"C4"	43.00	"ABBA"		95.50	2.66			
9.00	"C4"	44.00	"ABBA"		142.50	2.89			
9.00	"C4"	45.00	"THOC"						
9.00	"C4"	46.00	"ABBA"						
9.00	"C4"	47.00	"ABBA"		48.50	4.98			
9.00	"C4"	48.00	"ABBA"		348.50	3.10			
9.00	"C4"	49.00	"ABBA"						
9.00	"C4"	50.00	"ABBA"		130.50	5.14			
9.00	"C4"	51.00	"ABBA"		154.50	5.61			
9.00	"C4"	52.00	"ABBA"		269.00	5.50			
9.00	"C4"	54.00	"ABBA"		256.00	2.82			
9.00	"C4"	55.00	"TSCA"		230.00	5.28			
9.00	"C4"	56.00	"ABBA"						
9.00	"C4"	57.00	"ABBA"						
9.00	"C4"	58.00	"ABBA"		224.00	3.71			
9.00	"C4"	59.00	"ABBA"						
9.00	"C4"	60.00	"ABBA"						
9.00	"C4"	61.00	"ABBA"						
9.00	"C4"	62.00	"ABBA"		320.50	4.65			
9.00	"C4"	63.00	"ABBA"						
9.00	"C4"	64.00	"ABBA"		71.00	5.57			
9.00	"C4"	65.00	"TSCA"		270.00	4.13			
9.00	"C4"	66.00	"ABBA"		324.00	4.59			
9.00	"C4"	67.00	"ABBA"		352.00	4.46			
9.00	"C4"	68.00	"ABBA"		338.00	2.18			
9.00	"C4"	69.00	"ABBA"		24.00	3.52			
9.00	"C4"	70.00	"ABBA"		84.00	2.08			
9.00	"C4"	71.00	"ABBA"		81.00	1.36			
9.00	"C4"	72.00	"ABBA"		112.00	2.66			
9.00	"C4"	73.00	"ABBA"		184.00	3.26			
9.00	"C5"	1.00	"ABBA"		136.00	5.76			
9.00	"C5"	2.00	"ABBA"		154.00	5.39			
9.00	"C6"	1.00	"ABBA"						
9.00	"C6"	2.00	"ABBA"						
9.00	"C6"	3.00	"ABBA"						
9.00	"C6"	4.00	"ABBA"						
9.00	"C6"	5.00	"ABBA"						
9.00	"C6"	6.00	"ABBA"						
9.00	"C6"	7.00	"ABBA"						
9.00	"C6"	8.00	"ACRU"	"S"					
9.00	"C6"	9.00	"ABBA"						
9.00	"C6"	10.00	"ABBA"						
9.00	"C6"	11.00	"ABBA"		251.00	2.45			
9.00	"C6"	12.00	"ABBA"						
9.00	"C6"	13.00	"ABBA"						
9.00	"C6"	14.00	"ABBA"						
9.00	"C6"	15.00	"ABBA"						
9.00	"C6"	16.00	"ABBA"						
9.00	"C6"	17.00	"ABBA"						
9.00	"C6"	18.00	"ABBA"						
9.00	"C6"	19.00	"ABBA"		250.50	4.38			
9.00	"C6"	20.00	"ABBA"						
9.00	"C6"	21.00	"ABBA"		254.00	4.84			
9.00	"C6"	22.00	"ABBA"						
9.00	"C6"	23.00	"ABBA"						
9.00	"C6"	24.00	"ABBA"						
9.00	"C6"	25.00	"ABBA"		300.00	3.64			
9.00	"C6"	26.00	"ABBA"						
9.00	"C6"	27.00	"ABBA"						
9.00	"C6"	28.00	"ABBA"						
9.00	"C6"	29.00	"ABBA"						
9.00	"C6"	30.00	"ABBA"						
9.00	"C6"	31.00	"ABBA"						
9.00	"C6"	32.00	"ABBA"						
9.00	"C6"	33.00	"ABBA"						
9.00	"C6"	34.00	"ABBA"						
9.00	"C6"	35.00	"ABBA"						
9.00	"C6"	36.00	"ABBA"						
9.00	"C6"	38.00	"ABBA"						
9.00	"C6"	39.00	"ABBA"						
9.00	"C6"	40.00	"ABBA"						
9.00	"C6"	41.00	"ABBA"						
9.00	"C6"	42.00	"ABBA"						
9.00	"C6"	43.00	"ABBA"						
9.00	"C6"	44.00	"ABBA"						
9.00	"C6"	45.00	"ABBA"						
9.00	"C6"	46.00	"ABBA"						
9.00	"C6"	47.00	"ABBA"						
9.00	"C6"	48.00	"ABBA"						
9.00	"C6"	49.00	"ABBA"						
9.00	"C6"	50.00	"ABBA"						
9.00	"C6"	51.00	"ABBA"						
9.00	"C6"	52.00	"ABBA"						
9.00	"C6"	53.00	"ABBA"						
9.00	"C6"	54.00	"ABBA"						
9.00	"C6"	55.00	"ABBA"		64.00	4.46			
9.00	"C6"	56.00	"ABBA"						
9.00	"C6"	57.00	"ABBA"						
9.00	"C6"	58.00	"ABBA"						
9.00	"C6"	59.00	"ABBA"		99.50	4.36			
9.00	"C6"	60.00	"ABBA"						
9.00	"C6"	61.00	"ABBA"						
9.00	"C6"	62.00	"ABBA"						
9.00	"C6"	63.00	"ABBA"						
9.00	"C6"	64.00	"ABBA"		115.00	5.12			
9.00	"C6"	65.00	"ABBA"		104.50	5.04			
9.00	"C6"	66.00	"ABBA"						
9.00	"C6"	67.00	"ABBA"						
9.00	"C6"	68.00	"ABBA"		257.00	1.76			
9.00	"C6"	69.00	"ABBA"						
9.00	"C6"	70.00	"ABBA"		274.00	5.62			
9.00	"C6"	71.00	"ABBA"		305.50	4.94			
9.00	"C6"	72.00	"ACRU"	"S"	37.50	1.79			
9.00	"C6"	73.00	"ACRU"	"S"	175.00	4.32			
9.00	"C6"	74.00	"ACRU"	"S"					
9.00	"C6"	75.00	"ACRU"	"S"					
9.00	"C6"	76.00	"ACRU"	"S"					
9.00	"C6"	77.00	"ACRU"	"S"	174.00	3.39			
9.00	"C6"	78.00	"ACRU"	"S"					
9.00	"C6"	79.00	"ACRU"	"S"	22.00	1.38			
9.00	"C6"	80.00	"ACRU"	"S"					
9.00	"C6"	81.00	"ACRU"	"S"	35.50	1.45			
9.00	"C6"	82.00	"ACRU"	"S"					
9.00	"C6"	83.00	"ACRU"	"S"					
9.00	"C6"	84.00	"ACRU"	"S"					
9.00	"C6"	85.00	"ACRU"	"S"	28.00	1.94			
9.00	"C6"	86.00	"ACRU"	"S"					
9.00	"C6"	87.00	"ACRU"	"S"	26.00	1.94			
9.00	"C6"	88.00	"ACRU"	"S"					
9.00	"C6"	89.00	"ACRU"	"S"					
9.00	"C6"	90.00	"ACRU"	"S"	25.00	1.90			
9.00	"C6"	91.00	"ACRU"	"S"	22.00	1.90			
9.00	"C6"	92.00	"ACRU"	"S"					
9.00	"C6"	93.00	"ACRU"	"S"					
9.00	"C6"	94.00	"ACRU"	"S"					
9.00	"C6"	95.00	"ACRU"	"S"	12.00	1.71			
9.00	"C6"	96.00	"ACRU"	"S"					
9.00	"C6"	97.00	"ACRU"	"S"					
9.00	"C6"	98.00	"ACRU"	"S"					
9.00	"C6"	99.00	"ABBA"		117.00	4.60			
9.00	"C6"	100.00	"ABBA"		79.50	5.10			
9.00	"C6"	101.00	"ABBA"		60.00	2.91			
9.00	"C6"	102.00	"ABBA"		169.00	3.56			
9.00	"C6"	103.00	"ABBA"		170.00	3.08			
9.00	"C6"	104.00	"ACRU"		179.00	2.13			
9.00	"C6"	105.00	"ACRU"		189.00	1.92			
9.00	"C6"	106.00	"ACRU"		186.00	1.49			
9.00	"C6"	107.00	"ACRU"		193.00	1.52			
9.00	"C6"	108.00	"ACRU"		198.00	1.23			
9.00	"C6"	109.00	"ACRU"		204.00	1.59			
9.00	"C6"	110.00	"ACRU"		224.00	2.59			
9.00	"C6"	111.00	"ACRU"		213.00	2.77			
9.00	"C6"	112.00	"ACRU"		191.00	2.41			
9.00	"C6"	113.00	"ABBA"		216.00	4.07			
9.00	"C6"	114.00	"ABBA"		235.00	2.90			
9.00	"C6"	115.00	"ABBA"		259.00	2.58			
9.00	"C6"	116.00	"ABBA"		274.00	3.07			
9.00	"C6"	117.00	"ABBA"		299.00	5.18			
9.00	"C6"	118.00	"ACRU"		9.00	2.85			
9.00	"C6"	119.00	"ACRU"		4.00	2.95			
9.00	"C6"	120.00	"ACRU"		354.00	3.09			
9.00	"C6"	121.00	"ACRU"		359.00	3.49			
9.00	"C6"	122.00	"ACRU"		12.00	3.73			
9.00	"C7"	1.00	"ABBA"						
9.00	"C7"	2.00	"ABBA"		185.00	1.85			
9.00	"C7"	3.00	"ABBA"						
9.00	"C7"	4.00	"ABBA"						
9.00	"C7"	5.00	"ABBA"		249.00	3.37			
9.00	"C7"	6.00	"ABBA"						
9.00	"C7"	7.00	"ABBA"		259.00	2.94			
9.00	"C7"	8.00	"ABBA"		313.00	1.42			
9.00	"C7"	9.00	"ABBA"						
9.00	"C7"	10.00	"ABBA"						
9.00	"C7"	11.00	"ABBA"						
9.00	"C7"	12.00	"ABBA"		341.50	3.69			
9.00	"C7"	13.00	"ABBA"		336.50	4.38			
9.00	"C7"	14.00	"ABBA"		320.50	4.72			
9.00	"C7"	15.00	"ABBA"		324.00	5.22			
9.00	"C7"	16.00	"ABBA"						
9.00	"C7"	17.00	"ABBA"		4.00	4.10			
9.00	"C7"	18.00	"ABBA"		358.50	4.20			
9.00	"C7"	18.00	"TSCA"						
9.00	"C7"	19.00	"ABBA"						
9.00	"C7"	20.00	"ABBA"						
9.00	"C7"	21.00	"ABBA"		20.00	5.34			
9.00	"C7"	22.00	"ABBA"		78.00	3.83			
9.00	"C7"	23.00	"ABBA"						
9.00	"C7"	24.00	"ABBA"						
9.00	"C7"	25.00	"ABBA"						
9.00	"C7"	26.00	"ABBA"						
9.00	"C7"	27.00	"ABBA"		162.00	1.43			
9.00	"C7"	28.00	"ABBA"						
9.00	"C7"	29.00	"TSCA"						
9.00	"C7"	30.00	"ABBA"		114.00	2.36			
9.00	"C7"	31.00	"ABBA"		176.00	5.40			
9.00	"C7"	32.00	"ABBA"		178.00	5.62			
9.00	"C7"	33.00	"ABBA"		216.00	4.37			
9.00	"C7"	34.00	"ABBA"		296.00	2.56			
9.00	"C7"	35.00	"ABBA"		310.00	2.41			
9.00	"C8"	1.00	"ABBA"						
9.00	"C8"	2.00	"FAGR"						
9.00	"C8"	3.00	"ABBA"						
9.00	"C8"	4.00	"ABBA"						
9.00	"C8"	5.00	"ABBA"		310.50	3.66			
9.00	"C8"	6.00	"ABBA"						
9.00	"C8"	7.00	"ABBA"						
9.00	"C8"	8.00	"ABBA"						
9.00	"C8"	9.00	"ABBA"						
9.00	"C8"	10.00	"TSCA"		357.50	1.48			
9.00	"C8"	11.00	"ABBA"		11.50	3.29			
9.00	"C8"	12.00	"TSCA"		345.50	4.77		30.00	
9.00	"C8"	13.00	"ABBA"						
9.00	"C8"	14.00	"TSCA"						
9.00	"C8"	15.00	"ABBA"		19.00	3.19			
9.00	"C8"	16.00	"ABBA"		34.50	3.47			
9.00	"C8"	17.00	"ABBA"		5.50	5.01			
9.00	"C8"	18.00	"ABBA"						
9.00	"C8"	19.00	"ABBA"						
9.00	"C8"	20.00	"ABBA"						
9.00	"C8"	21.00	"ABBA"		19.00	5.59			
9.00	"C8"	22.00	"ABBA"		294.00	5.19			
9.00	"C8"	23.00	"ABBA"		123.50	2.80			
9.00	"C8"	24.00	"ABBA"		123.00	5.38			
9.00	"C8"	25.00	"ABBA"						
9.00	"C8"	26.00	"ABBA"		334.50	4.26			
9.00	"C8"	27.00	"ABBA"		174.00	4.31			
9.00	"C8"	27.00	"TSCA"		174.00	4.31			
9.00	"C8"	28.00	"ABBA"	"S"	43.50	2.86			
9.00	"C8"	28.00	"ACRU"		220.00	2.95			
9.00	"C8"	29.00	"ABBA"						
9.00	"C8"	30.00	"ABBA"		181.00	5.30			
9.00	"C8"	31.00	"ABBA"		108.00	4.74			
9.00	"C8"	32.00	"ACRU"	"S"	219.00	2.54			
9.00	"C8"	33.00	"ACRU"	"S"	230.00	2.91			
9.00	"C8"	34.00	"ABBA"		231.00	4.62			
9.00	"C8"	35.00	"ABBA"		56.00	5.40			
9.00	"C8"	36.00	"ABBA"		301.00	4.62			
9.00	"C8"	37.00	"ABBA"		300.00	5.44			
9.00	"C8"	38.00	"FAGR"		24.00	3.93			
9.00	"C8"	39.00	"ACRU"		100.00	3.00			
9.00	"C8"	40.00	"ABBA"		122.00	5.57			
9.00	"C8"	41.00	"ABBA"		124.00	5.40			
9.00	"C8"	42.00	"ABBA"		130.00	5.37			
9.00	"D4"	1.00	"THOC"						
9.00	"D4"	2.00	"ABBA"						
9.00	"D4"	3.00	"ABBA"						
9.00	"D4"	4.00	"ABBA"		199.00	4.63			
9.00	"D4"	5.00	"ABBA"		217.00	4.64			
9.00	"D4"	6.00	"ABBA"		230.00	3.47			
9.00	"D5"	1.00	"ABBA"		332.00	2.38			
9.00	"D5"	2.00	"ACRU"		337.50	4.29		41.00	
9.00	"D5"	3.00	"ABBA"						
9.00	"D5"	4.00	"ABBA"						
9.00	"D5"	5.00	"ABBA"						
9.00	"D5"	6.00	"ABBA"		6.50	3.32			
9.00	"D5"	7.00	"ABBA"		3.00	2.05			
9.00	"D5"	8.00	"ABBA"						
9.00	"D5"	9.00	"ABBA"						
9.00	"D5"	10.00	"ABBA"						
9.00	"D5"	11.00	"ABBA"		44.00	2.80			
9.00	"D5"	12.00	"ABBA"		68.50	3.26			
9.00	"D5"	13.00	"ABBA"						
9.00	"D5"	14.00	"ABBA"						
9.00	"D5"	15.00	"ABBA"		48.50	5.63			
9.00	"D5"	16.00	"ABBA"						
9.00	"D5"	17.00	"ABBA"						
9.00	"D5"	18.00	"ABBA"						
9.00	"D5"	19.00	"ABBA"		140.50	2.46			
9.00	"D5"	20.00	"ABBA"		125.50	4.27			
9.00	"D5"	21.00	"ABBA"		113.00	1.11			
9.00	"D5"	22.00	"ABBA"		78.50	4.33			
9.00	"D5"	23.00	"ABBA"						
9.00	"D5"	24.00	"ABBA"		67.00	5.22			
9.00	"D5"	25.00	"ACRU"	"S"					
9.00	"D5"	26.00	"ACRU"	"S"					
9.00	"D5"	27.00	"ABBA"		342.50	4.96			
9.00	"D5"	28.00	"ABBA"						
9.00	"D5"	29.00	"ABBA"						
9.00	"D5"	30.00	"ABBA"						
9.00	"D5"	32.00	"ABBA"		69.50	2.32			
9.00	"D5"	33.00	"ABBA"		355.00	4.57			
9.00	"D5"	34.00	"ABBA"		317.00	2.98			
9.00	"D5"	35.00	"ABBA"		316.00	2.93			
9.00	"D5"	36.00	"ACRU"		27.00	1.74			
9.00	"D5"	37.00	"ABBA"		273.00	2.17			
9.00	"D5"	38.00	"ABBA"		270.00	1.67			
9.00	"D5"	39.00	"ABBA"		275.00	5.49			
9.00	"D5"	40.00	"ABBA"		230.00	3.51			
9.00	"D5"	41.00	"ABBA"		230.00	2.38			
9.00	"D5"	42.00	"ACRU"	"S"	213.00	4.21			
9.00	"D5"	43.00	"ACRU"	"S"	207.00	4.24			
9.00	"D5"	44.00	"ABBA"	"S"	203.00	5.13			
9.00	"D5"	45.00	"ACRU"	"S"	208.00	4.58			
9.00	"D5"	46.00	"ABBA"	"S"	203.00	4.70			
9.00	"D5"	47.00	"ACRU"	"S"	173.00	4.71			
9.00	"D5"	48.00	"ACRU"	"S"	163.00	4.47			
9.00	"D5"	49.00	"TSCA"		131.00	5.05			
9.00	"D5"	50.00	"ABBA"		121.00	5.04			
9.00	"D5"	51.00	"ABBA"		130.00	4.04			
9.00	"D5"	52.00	"ABBA"		140.00	3.18			
9.00	"D6"	1.00	"ABBA"						
9.00	"D6"	2.00	"ABBA"						
9.00	"D6"	3.00	"ABBA"						
9.00	"D6"	4.00	"ABBA"						
9.00	"D6"	5.00	"ABBA"						
9.00	"D6"	6.00	"ABBA"		218.00	4.76			
9.00	"D6"	7.00	"ABBA"		219.00	4.98			
9.00	"D6"	8.00	"ABBA"						
9.00	"D6"	9.00	"ABBA"						
9.00	"D6"	10.00	"ABBA"						
9.00	"D6"	11.00	"ABBA"						
9.00	"D6"	12.00	"ABBA"						
9.00	"D6"	13.00	"ABBA"						
9.00	"D6"	14.00	"ABBA"						
9.00	"D6"	15.00	"ABBA"						
9.00	"D6"	16.00	"ABBA"						
9.00	"D6"	17.00	"ABBA"						
9.00	"D6"	18.00	"ABBA"						
9.00	"D6"	19.00	"ABBA"						
9.00	"D6"	20.00	"ABBA"						
9.00	"D6"	21.00	"ABBA"						
9.00	"D6"	22.00	"ABBA"						
9.00	"D6"	23.00	"ABBA"						
9.00	"D6"	24.00	"PIRU"		60.50	3.21			
9.00	"D6"	25.00	"ABBA"						
9.00	"D6"	26.00	"ABBA"						
9.00	"D6"	27.00	"ABBA"						
9.00	"D6"	28.00	"ABBA"						
9.00	"D6"	29.00	"ABBA"						
9.00	"D6"	30.00	"ABBA"						
9.00	"D6"	31.00	"ABBA"		91.50	4.30			
9.00	"D6"	32.00	"ABBA"		98.00	4.52			
9.00	"D6"	33.00	"ABBA"		129.00	3.91			
9.00	"D6"	34.00	"ABBA"						
9.00	"D6"	35.00	"ABBA"		213.00	2.04			
9.00	"D6"	36.00	"ABBA"		174.00	4.36			
9.00	"D6"	37.00	"ABBA"						
9.00	"D6"	38.00	"ABBA"						
9.00	"D6"	39.00	"ABBA"						
9.00	"D6"	40.00	"ABBA"		88.00	3.08			
9.00	"D6"	41.00	"ABBA"		84.00	3.41			
9.00	"D6"	42.00	"ABBA"						
9.00	"D6"	44.00	"ABBA"		185.00	3.35			
9.00	"D6"	45.00	"ABBA"		150.00	3.27			
9.00	"D6"	46.00	"ABBA"						
9.00	"D6"	47.00	"ABBA"		235.00	4.49			
9.00	"D6"	48.00	"ABBA"		224.00	2.40			
9.00	"D6"	49.00	"ABBA"		314.00	2.75			
9.00	"D6"	50.00	"ABBA"		204.00	3.18			
9.00	"D6"	51.00	"ABBA"		326.00	1.71			
9.00	"D6"	52.00	"ABBA"		260.00	1.64			
9.00	"D8"	1.00	"TSCA"		170.50	2.20			
9.00	"D8"	2.00	"ABBA"		1.00	4.13			
9.00	"D8"	3.00	"TSCA"		188.00	3.95			
9.00	"D8"	4.00	"ABBA"		345.00	5.51			
9.00	"D8"	5.00	"ABBA"		352.00	5.27			
9.00	"D8"	6.00	"ABBA"		14.00	4.72			
9.00	"D8"	7.00	"ABBA"		202.50	4.32			
9.00	"D8"	8.00	"ABBA"						
9.00	"D8"	9.00	"ABBA"		226.50	4.60			
9.00	"D8"	10.00	"PIRU"		218.50	4.97			
9.00	"D8"	12.00	"ABBA"		74.00	2.29			
9.00	"D8"	13.00	"ABBA"		183.00	1.33			
9.00	"D8"	14.00	"ABBA"		167.50	3.40			
9.00	"D8"	15.00	"TSCA"		210.50	2.60			
9.00	"D8"	16.00	"ABBA"		155.00	3.95			
9.00	"D8"	17.00	"ABBA"		131.00	4.37			
9.00	"D8"	18.00	"TSCA"		211.00	5.52			
9.00	"D8"	20.00	"BEPA"		69.00	2.82	11		
9.00	"D8"	21.00	"ABBA"						
9.00	"D8"	22.00	"ABBA"		138.00	4.45			
9.00	"D8"	23.00	"ABBA"		352.00	4.50			
9.00	"D8"	24.00	"ABBA"		326.00	3.77			
9.00	"D8"	25.00	"ABBA"		148.50	4.65			
9.00	"D8"	26.00	"ABBA"		176.00	2.78			
9.00	"D8"	27.00	"ABBA"		200.00	2.84			
9.00	"D8"	28.00	"ABBA"		223.00	1.70			
9.00	"D8"	29.00	"ABBA"		255.00	2.38			
9.00	"D8"	30.00	"ABBA"		250.00	4.79			
9.00	"D8"	31.00	"ABBA"		279.00	5.50			
9.00	"D8"	32.00	"ABBA"		330.00	4.80			
9.00	"D8"	33.00	"ABBA"		24.00	5.24			
9.00	"D8"	34.00	"ABBA"		23.00	3.94			
9.00	"D8"	35.00	"ABBA"		43.00	5.20			
9.00	"D8"	36.00	"ABBA"		123.00	1.95			
9.00	"D8"	37.00	"ABBA"		216.00	0.87			
9.00	"D8"	38.00	"ABBA"		237.00	1.19			
9.00	"D8"	39.00	"ABBA"		254.00	1.50			
9.00	"D8"	40.00	"ABBA"		278.00	1.29			
9.00	"D8"	41.00	"ABBA"		289.00	0.67			
9.00	"D8"	42.00	"PIRU"		297.00	1.48			
9.00	"D8"	43.00	"ABBA"		47.00	0.52			
9.00	"E4"	1.00	"ABBA"						
9.00	"E4"	2.00	"ABBA"		142.50	2.38		44.00	
9.00	"E4"	3.00	"ABBA"						
9.00	"E4"	4.00	"ABBA"						
9.00	"E4"	5.00	"ABBA"						
9.00	"E4"	6.00	"ABBA"						
9.00	"E4"	7.00	"ABBA"		302.00	1.96			
9.00	"E4"	8.00	"ABBA"						
9.00	"E4"	9.00	"ABBA"						
9.00	"E4"	10.00	"ABBA"						
9.00	"E4"	11.00	"ABBA"						
9.00	"E4"	12.00	"ABBA"		20.00	1.10			
9.00	"E4"	13.00	"ABBA"		80.00	3.40			
9.00	"E4"	14.00	"ABBA"		175.00	4.80			
9.00	"E4"	15.00	"ABBA"		182.00	2.50			
9.00	"Z4"	1.00	"ABBA"						
9.00	"Z4"	2.00	"ABBA"						
9.00	"Z4"	3.00	"ABBA"						
9.00	"Z4"	4.00	"ABBA"						
9.00	"Z4"	5.00	"ABBA"						
9.00	"Z4"	6.00	"ABBA"						
9.00	"Z4"	7.00	"ABBA"						
9.00	"Z4"	8.00	"ABBA"						
9.00	"Z4"	9.00	"ABBA"						
9.00	"Z4"	10.00	"ABBA"						
9.00	"Z4"	11.00	"ABBA"						
9.00	"Z4"	12.00	"ABBA"						
9.00	"Z4"	13.00	"ABBA"		215.00	3.42			
9.00	"Z4"	14.00	"ABBA"						
9.00	"Z4"	15.00	"ABBA"						
9.00	"Z4"	16.00	"ABBA"						
9.00	"Z4"	17.00	"ABBA"						
9.00	"Z4"	18.00	"ABBA"						
9.00	"Z4"	19.00	"ABBA"						
9.00	"Z4"	20.00	"ABBA"						
9.00	"Z4"	21.00	"ABBA"						
9.00	"Z4"	22.00	"ABBA"						
9.00	"Z4"	23.00	"ABBA"						
9.00	"Z4"	24.00	"ABBA"						
9.00	"Z4"	25.00	"ABBA"		317.00	3.57			
9.00	"Z4"	26.00	"ABBA"						
9.00	"Z4"	27.00	"ABBA"						
9.00	"Z4"	28.00	"ABBA"						
9.00	"Z4"	29.00	"ABBA"						
9.00	"Z4"	30.00	"ABBA"						
9.00	"Z4"	31.00	"ABBA"						
9.00	"Z4"	32.00	"ABBA"						
9.00	"Z4"	33.00	"ABBA"						
9.00	"Z4"	34.00	"ABBA"						
9.00	"Z4"	35.00	"ABBA"		349.00	3.47			
9.00	"Z4"	36.00	"ABBA"		17.00	4.67			
9.00	"Z4"	37.00	"ABBA"		15.00	5.28			
9.00	"Z4"	38.00	"ABBA"						
9.00	"Z4"	39.00	"ABBA"						
9.00	"Z4"	40.00	"ABBA"						
9.00	"Z4"	41.00	"ABBA"						
9.00	"Z4"	42.00	"ABBA"		47.00	3.86			
9.00	"Z4"	43.00	"ABBA"		23.00	4.55			
9.00	"Z4"	44.00	"ABBA"						
9.00	"Z4"	45.00	"ABBA"						
9.00	"Z4"	46.00	"ABBA"						
9.00	"Z4"	47.00	"ABBA"						
9.00	"Z4"	48.00	"ABBA"		108.00	3.49			
9.00	"Z4"	49.00	"ABBA"						
9.00	"Z4"	50.00	"ABBA"						
9.00	"Z4"	51.00	"ABBA"						
9.00	"Z4"	52.00	"ABBA"						
9.00	"Z4"	53.00	"ABBA"						
9.00	"Z4"	54.00	"ABBA"		100.50	2.41			
9.00	"Z4"	55.00	"ABBA"						
9.00	"Z4"	56.00	"ABBA"		70.50	1.84			
9.00	"Z4"	57.00	"ABBA"		34.00	3.37			
9.00	"Z4"	58.00	"ABBA"						
9.00	"Z4"	59.00	"ABBA"						
9.00	"Z4"	60.00	"ABBA"		331.00	2.72			
9.00	"Z4"	61.00	"ABBA"						
9.00	"Z4"	62.00	"ABBA"		316.00	4.47			
9.00	"Z4"	63.00	"ABBA"		227.00	4.87			
9.00	"Z4"	64.00	"ABBA"		187.00	4.44			
9.00	"Z4"	65.00	"ABBA"			1.90			
9.00	"Z4"	66.00	"ABBA"		61.00	2.62			
9.00	"Z4"	67.00	"ABBA"		330.00	3.72			
9.00	"Z4"	68.00	"ACRU"		21.00	3.98			
9.00	"Z4"	69.00	"ABBA"		203.00	4.94			
9.00	"Z4"	70.00	"ABBA"		246.00	3.91			
9.00	"Z4"	71.00	"ABBA"		272.00	5.49			
9.00	"Z5"	1.00	"ABBA"		172.00	5.09		59.00	
9.00	"Z5"	2.00	"ABBA"		221.00	3.34			
9.00	"Z5"	3.00	"ABBA"						
9.00	"Z5"	4.00	"ABBA"		225.00	2.89			
9.00	"Z5"	5.00	"ABBA"		235.00	1.28			
9.00	"Z5"	6.00	"ABBA"						
9.00	"Z5"	7.00	"ABBA"		279.00	2.09			
9.00	"Z5"	8.00	"ABBA"						
9.00	"Z5"	9.00	"ABBA"						
9.00	"Z5"	10.00	"ABBA"						
9.00	"Z5"	11.00	"ABBA"						
9.00	"Z5"	12.00	"ABBA"		30.00	1.99			
9.00	"Z5"	13.00	"ABBA"						
9.00	"Z5"	14.00	"ABBA"						
9.00	"Z5"	15.00	"ABBA"						
9.00	"Z5"	16.00	"ABBA"		350.00	5.01		62.00	
9.00	"Z5"	17.00	"ABBA"						
9.00	"Z5"	18.00	"ABBA"						
9.00	"Z5"	19.00	"ABBA"						
9.00	"Z5"	20.00	"ABBA"						
9.00	"Z5"	21.00	"ABBA"						
9.00	"Z5"	22.00	"ABBA"		46.00	2.95			
9.00	"Z5"	23.00	"ABBA"		54.00	3.40			
9.00	"Z5"	24.00	"ABBA"						
9.00	"Z5"	25.00	"ABBA"						
9.00	"Z5"	26.00	"COCO"						
9.00	"Z5"	27.00	"ABBA"						
9.00	"Z5"	28.00	"ABBA"						
