"RA"	"PLOT"	"S."	"TREE_CODE"	"ORG"	"AZIM"	"DIST"	"ALIAS"	"OS."	"NOTES"
4.00	"C7"	42.00	"PIST"		287.00	2.29			
4.00	"C7"	43.00	"ABBA"		296.00	3.16			
4.00	"C7"	44.00	"PIST"		293.00	3.62			
4.00	"C7"	45.00	"ABBA"		320.00	5.19			
4.00	"C7"	46.00	"ABBA"		12.00	1.87			
4.00	"C7"	47.00	"BEAL"		41.00	1.52			
4.00	"C7"	48.00	"ABBA"		39.00	5.11			
4.00	"C7"	49.00	"ABBA"		21.00	5.64			
4.00	"C7"	50.00	"ABBA"		60.00	5.63			
4.00	"C7"	51.00	"TSCA"		85.00	5.62			
4.00	"C7"	52.00	"TSCA"		199.00	4.94			
4.00	"C7"	53.00	"ABBA"		172.00	3.77			
4.00	"C8"	1.00	"ABBA"		332.00	2.26			
4.00	"C8"	2.00	"ABBA"						
4.00	"C8"	3.00	"ABBA"						
4.00	"C8"	4.00	"ACRU"					46.00	
4.00	"C8"	5.00	"ABBA"		346.00	5.06			
4.00	"C8"	6.00	"ABBA"						
4.00	"C8"	7.00	"ABBA"						
4.00	"C8"	8.00	"ABBA"						
4.00	"C8"	9.00	"ABBA"		123.00	3.76			
4.00	"C8"	10.00	"ABBA"						
4.00	"C8"	12.00	"ABBA"						
4.00	"C8"	13.00	"ABBA"						
4.00	"C8"	14.00	"ABBA"		215.00	0.44			
4.00	"C8"	15.00	"ABBA"						
4.00	"C8"	16.00	"ABBA"						
4.00	"C8"	17.00	"ABBA"					47.00	
4.00	"C8"	18.00	"ABBA"					48.00	
4.00	"C8"	19.00	"ABBA"						
4.00	"C8"	21.00	"PIST"						
4.00	"C8"	22.00	"ABBA"						
4.00	"C8"	23.00	"ABBA"		175.00	4.90			
4.00	"D10"	1.00	"ABBA"						
4.00	"D10"	2.00	"ACSA"		252.00	3.87			
4.00	"D2"	1.00	"ABBA"						
4.00	"D2"	2.00	"ABBA"						
4.00	"D2"	3.00	"ABBA"						
4.00	"D2"	4.00	"ABBA"						
4.00	"D2"	5.00	"ACRU"						
4.00	"D2"	6.00	"ABBA"						
4.00	"D2"	7.00	"TSCA"		282.00	3.66			
4.00	"D2"	8.00	"ABBA"						
4.00	"D2"	9.00	"ABBA"						
4.00	"D2"	10.00	"ABBA"		26.00	5.33			
4.00	"D2"	11.00	"ABBA"		66.00	2.25			
4.00	"D2"	12.00	"ABBA"		208.00	4.26			
4.00	"D4"	1.00	"ABBA"		193.00	1.04			
4.00	"D4"	2.00	"ABBA"		304.00	2.82			
4.00	"D4"	3.00	"ABBA"		295.00	4.87			
4.00	"D4"	4.00	"ABBA"		319.00	5.03			
4.00	"D4"	5.00	"ABBA"		353.00	4.49			
4.00	"D4"	6.00	"ABBA"		85.00	2.61			
4.00	"D4"	7.00	"ABBA"		182.00	1.73			
4.00	"D4"	8.00	"ABBA"		248.00	1.74			
4.00	"D4"	9.00	"ABBA"						
4.00	"D4"	10.00	"ACRU"	"S"	255.00	4.43			
4.00	"D4"	11.00	"ABBA"		242.00	5.53			
4.00	"D4"	12.00	"ABBA"		316.00	5.56			
4.00	"D4"	13.00	"ABBA"		123.00	3.75			
4.00	"D4"	14.00	"ABBA"		308.00	3.86			
4.00	"D4"	15.00	"TSCA"		295.00	3.90			
4.00	"D4"	16.00	"ABBA"		335.00	4.97			
4.00	"D4"	17.00	"TSCA"		331.00	0.93			
4.00	"D4"	18.00	"TSCA"		279.00	1.93			
4.00	"D6"	1.00	"ABBA"		295.00	3.25			
4.00	"D6"	2.00	"ABBA"		311.00	2.01	10		
4.00	"D6"	3.00	"TSCA"		3.00	4.24			
4.00	"D6"	4.00	"TSCA"					46.00	
4.00	"D6"	5.00	"ABBA"					45.00	
4.00	"D6"	6.00	"ABBA"		179.00	5.05			
4.00	"D6"	7.00	"ABBA"		253.00	3.77			
4.00	"D6"	8.00	"ABBA"		261.00	4.42			
4.00	"D6"	9.00	"ABBA"		241.00	5.00			
4.00	"D6"	10.00	"ABBA"		311.00	2.01	2		
4.00	"D6"	11.00	"TSCA"		305.00	4.20			
4.00	"D6"	12.00	"TSCA"		341.00	3.43			
4.00	"D6"	13.00	"TSCA"		344.00	3.68			
4.00	"D6"	14.00	"TSCA"		338.00	2.98			
4.00	"D6"	15.00	"TSCA"		320.00	4.71			
4.00	"D6"	16.00	"TSCA"		331.00	4.33			
4.00	"D6"	17.00	"ABBA"		365.00	3.31			
4.00	"D6"	18.00	"TSCA"		314.00	2.90			
4.00	"F2"	46.00	"ABBA"						
5.00	"A3"	1.00	"TSCA"		280.00	3.68			
5.00	"A3"	2.00	"TSCA"		290.00	2.10			
5.00	"A3"	3.00	"TSCA"		300.00	3.54			
5.00	"A3"	4.00	"TSCA"		312.00	4.46			
5.00	"A3"	5.00	"TSCA"		21.00	4.38			
5.00	"A7"	1.00	"ABBA"		224.00	3.33			
5.00	"A7"	2.00	"ABBA"		33.00	1.42			
5.00	"A7"	3.00	"ABBA"		20.00	2.38			
5.00	"A7"	4.00	"ABBA"		156.00	0.77			
5.00	"A7"	5.00	"ABBA"		166.00	4.44			
5.00	"A7"	6.00	"ABBA"		183.00	3.59			
5.00	"A7"	7.00	"ABBA"		201.00	3.49			
5.00	"A7"	8.00	"ABBA"		200.00	4.38			
5.00	"A7"	9.00	"ABBA"		249.00	1.84			
5.00	"A7"	10.00	"ABBA"		323.00	2.38			
5.00	"A7"	11.00	"ABBA"		325.00	3.45			
5.00	"A7"	12.00	"ABBA"		68.00	4.90			
5.00	"A7"	13.00	"ABBA"		90.00	5.13			
5.00	"A7"	14.00	"ABBA"		83.00	5.30			
5.00	"A7"	15.00	"ABBA"		251.00	4.15			
5.00	"A7"	16.00	"ABBA"		256.00	4.80			
5.00	"A7"	17.00	"ABBA"		97.00	1.42			
5.00	"A7"	18.00	"ABBA"		281.00	4.30			
5.00	"A7"	19.00	"ABBA"		281.00	4.65			
5.00	"A7"	20.00	"ABBA"		74.00	2.22			
5.00	"A7"	21.00	"ABBA"		86.00	5.09			
5.00	"A7"	22.00	"ABBA"		306.00	2.98			
5.00	"A7"	23.00	"ABBA"		304.00	3.74			
5.00	"A7"	24.00	"ABBA"		311.00	4.91			
5.00	"A7"	25.00	"ABBA"		320.00	4.15			
5.00	"A7"	26.00	"ABBA"		319.00	4.93			
5.00	"A7"	27.00	"ABBA"		328.00	4.03			
5.00	"A7"	28.00	"ABBA"		331.00	2.88			
5.00	"A7"	29.00	"ABBA"		172.00	2.00			
5.00	"A7"	30.00	"ABBA"		8.00	2.31			
5.00	"A7"	31.00	"ABBA"		354.00	1.90			
5.00	"A7"	32.00	"ABBA"		9.00	3.09			
5.00	"A7"	33.00	"ABBA"		24.00	4.56			
5.00	"A7"	34.00	"ABBA"		42.00	5.35			
5.00	"A7"	35.00	"ABBA"		42.00	4.29			
5.00	"A7"	36.00	"ABBA"		58.00	5.55			
5.00	"A7"	37.00	"ABBA"		67.00	5.25			
5.00	"A7"	38.00	"ABBA"		45.00	2.79			
5.00	"A7"	39.00	"ABBA"		45.00	3.07			
5.00	"A7"	57.00	"ABBA"		122.00	5.27			
5.00	"A7"	58.00	"ABBA"		118.00	4.39			
5.00	"A7"	59.00	"ABBA"		99.00	4.92			
5.00	"A7"	60.00	"ABBA"		66.00	3.40			
5.00	"A7"	61.00	"ABBA"		266.00	2.28			
5.00	"A7"	62.00	"ABBA"		197.00	4.29			
5.00	"B2"	1.00	"TSCA"		222.00	3.21			
5.00	"B3"	1.00	"TSCA"		298.00	5.52			
5.00	"B3"	2.00	"ACRU"						
5.00	"B4"	1.00	"TSCA"						
5.00	"B4"	3.00	"TSCA"						
5.00	"B4"	4.00	"TSCA"		351.00	3.62			
5.00	"B6"	1.00	"ABBA"						
5.00	"B6"	2.00	"ABBA"						
5.00	"B6"	3.00	"ABBA"						
5.00	"B6"	4.00	"ABBA"						
5.00	"B6"	5.00	"ABBA"		162.00	4.29			
5.00	"B6"	6.00	"ABBA"						
5.00	"B6"	7.00	"ABBA"						
5.00	"B6"	8.00	"ABBA"						
5.00	"B7"	1.00	"ABBA"					48.00	
5.00	"B7"	2.00	"ACRU"		263.00	2.60			
5.00	"B7"	3.00	"ABBA"		253.00	2.82			
5.00	"B7"	4.00	"ABBA"		265.00	3.00			
5.00	"B7"	5.00	"ABBA"		312.00	1.06			
5.00	"B7"	6.00	"ABBA"		312.00	0.94			
5.00	"B7"	7.00	"ABBA"		19.00	2.01		59.00	
5.00	"B7"	8.00	"ABBA"		339.00	2.85			
5.00	"B7"	9.00	"ABBA"		340.00	3.73			
5.00	"B7"	10.00	"ABBA"		347.00	3.92			
5.00	"B7"	11.00	"ABBA"		0.00	3.27			
5.00	"B7"	12.00	"ABBA"		8.00	3.95			
5.00	"B7"	13.00	"ABBA"		24.00	4.30			
5.00	"B7"	14.00	"ABBA"		53.00	4.95			
5.00	"B7"	15.00	"ABBA"		91.00	2.86			
5.00	"B7"	16.00	"ABBA"		123.00	4.77			
5.00	"B7"	17.00	"ABBA"					51.00	
5.00	"B7"	18.00	"ABBA"		139.00	4.65		62.00	
5.00	"B7"	19.00	"ABBA"		170.00	1.03			
5.00	"B7"	20.00	"ABBA"					49.00	
5.00	"B7"	21.00	"ABBA"		158.00	5.24			
5.00	"B7"	22.00	"ABBA"	"W"	114.00	4.50			
5.00	"B7"	23.00	"ABBA"		64.00	3.73			
5.00	"B7"	24.00	"ABBA"		44.00	5.31			
5.00	"B7"	25.00	"ABBA"		164.00	4.24			
5.00	"B7"	26.00	"ABBA"		132.00	3.61			
5.00	"B7"	27.00	"ABBA"		220.00	5.39			
5.00	"B7"	28.00	"ABBA"		138.00	1.35			
5.00	"C2"	1.00	"TSCA"						
5.00	"C2"	2.00	"TSCA"						
5.00	"C2"	3.00	"ACRU"		114.00	4.95			
5.00	"C2"	4.00	"ACRU"						
5.00	"C2"	5.00	"ACRU"		164.00	4.65			
5.00	"C2"	6.00	"ACRU"		187.00	2.59			
5.00	"C2"	7.00	"ACRU"		190.00	2.42			
5.00	"C2"	8.00	"ACRU"		166.00	4.02			
5.00	"C2"	9.00	"ACRU"		176.00	3.48			
5.00	"C2"	10.00	"ACRU"		175.00	4.52			
5.00	"C2"	11.00	"ACRU"		195.00	4.88			
5.00	"C2"	12.00	"ACRU"		203.00	4.57			
5.00	"C2"	13.00	"ACRU"		190.00	3.67			
5.00	"C2"	14.00	"ACRU"		265.00	3.89			
5.00	"C2"	15.00	"ACRU"		267.00	2.28			
5.00	"C2"	16.00	"ACRU"		279.00	4.52			
5.00	"C2"	17.00	"FRAM"		272.00	5.16			
5.00	"C2"	18.00	"ACRU"		268.00	5.36			
5.00	"C6"	1.00	"ABBA"						
5.00	"C6"	2.00	"ABBA"						
5.00	"C6"	3.00	"ABBA"						
5.00	"C6"	4.00	"ABBA"		320.50	2.16			
5.00	"C6"	5.00	"ABBA"						
5.00	"C6"	6.00	"ABBA"		17.00	1.94			
5.00	"C6"	7.00	"ABBA"						
5.00	"C6"	8.00	"ABBA"		128.00	1.09			
5.00	"C6"	9.00	"ABBA"						
5.00	"C6"	10.00	"ABBA"						
5.00	"C6"	11.00	"ABBA"						
5.00	"C6"	12.00	"ABBA"		180.00	5.13			
5.00	"C6"	13.00	"ABBA"		163.00	5.08			
5.00	"C6"	14.00	"ABBA"						
5.00	"C6"	15.00	"ABBA"						
5.00	"C6"	16.00	"ABBA"	"W"	198.00	2.08			
5.00	"C6"	17.00	"ABBA"		199.00	4.47			
5.00	"C6"	18.00	"ACRU"	"S"					
5.00	"C6"	19.00	"ACRU"	"S"					
5.00	"C6"	20.00	"ACRU"	"S"					
5.00	"C6"	21.00	"ACRU"	"S"	113.00	2.57			
5.00	"C6"	22.00	"ACRU"	"S"	114.00	2.56			
5.00	"C6"	23.00	"ACRU"	"S"					
5.00	"C6"	24.00	"ACRU"		144.00	1.80			
5.00	"C6"	25.00	"ACRU"	"S"	132.00	1.80			
5.00	"C6"	26.00	"ACRU"	"S"	132.00	1.80			
5.00	"C6"	27.00	"ABBA"		337.00	4.66			
5.00	"C6"	28.00	"ABBA"		359.00	5.09			
5.00	"C6"	29.00	"ABBA"		56.00	4.23			
5.00	"C8"	1.00	"ABBA"		300.00	4.78		60.00	
5.00	"C8"	2.00	"ABBA"						
5.00	"C8"	3.00	"ABBA"						
5.00	"C8"	4.00	"ABBA"		330.00	4.81			
5.00	"C8"	5.00	"ABBA"						
5.00	"C8"	6.00	"ABBA"		83.00	3.17		71.00	
5.00	"C8"	7.00	"ABBA"						
5.00	"C8"	8.00	"ABBA"		176.00	2.92		57.00	
5.00	"C8"	9.00	"ABBA"						
5.00	"C8"	10.00	"ACRU"	"S"					
5.00	"C8"	11.00	"ACRU"	"S"	325.00	5.42			
5.00	"C8"	12.00	"ACRU"	"S"	333.00	5.03			
5.00	"C8"	13.00	"ACRU"	"S"	318.00	5.39			
5.00	"C8"	14.00	"ACRU"	"S"					
5.00	"C8"	15.00	"ACRU"	"S"					
5.00	"C8"	16.00	"PIST"		342.00	5.54		72.00	
5.00	"C8"	18.00	"ABBA"						
5.00	"C8"	19.00	"ABBA"						
5.00	"C8"	20.00	"ABBA"						
5.00	"C8"	21.00	"ABBA"						
5.00	"C8"	22.00	"ABBA"		39.00	2.85			
5.00	"C8"	23.00	"ABBA"						
5.00	"C8"	24.00	"ABBA"						
5.00	"C8"	25.00	"ABBA"						
5.00	"C8"	26.00	"ABBA"						
5.00	"C8"	27.00	"ABBA"						
5.00	"C8"	28.00	"ABBA"		224.00	5.39			
5.00	"C8"	29.00	"PIST"						
5.00	"C8"	30.00	"ABBA"						
5.00	"C8"	31.00	"ABBA"						
5.00	"C8"	32.00	"ABBA"						
5.00	"C8"	33.00	"ABBA"						
5.00	"C8"	34.00	"PIST"		295.00	4.60			
5.00	"C8"	35.00	"ABBA"						
5.00	"C8"	36.00	"ABBA"						
5.00	"C8"	37.00	"ABBA"		268.00	2.46			
5.00	"C8"	38.00	"ABBA"						
5.00	"C8"	39.00	"ACRU"	"S"	310.00	0.33			
5.00	"C8"	40.00	"ACRU"	"S"					
5.00	"C8"	41.00	"ACRU"	"S"	25.00	0.48			
5.00	"C8"	42.00	"ACRU"	"S"	348.00	0.73			
5.00	"C8"	43.00	"ACRU"	"S"	35.00	0.81			
5.00	"C8"	44.00	"ACRU"	"S"	35.00	0.80			
5.00	"C8"	45.00	"ACRU"	"S"					
5.00	"C8"	46.00	"PIST"		38.00	1.25			
5.00	"C8"	47.00	"ABBA"						
5.00	"C8"	48.00	"ABBA"						
5.00	"C8"	49.00	"ABBA"						
5.00	"C8"	50.00	"ABBA"						
5.00	"C8"	51.00	"ABBA"						
5.00	"C8"	52.00	"ABBA"		350.00	5.49			
5.00	"C8"	53.00	"ACRU"						
5.00	"C8"	54.00	"ACRU"						
5.00	"C8"	55.00	"ACRU"						
5.00	"C8"	56.00	"ACRU"		139.00	5.62			
5.00	"C8"	57.00	"ACRU"		135.00	5.22			
5.00	"C8"	58.00	"ACRU"						
5.00	"C8"	59.00	"ABBA"						
5.00	"C8"	60.00	"ABBA"						
5.00	"C8"	61.00	"PIST"		92.00	5.27			
5.00	"C8"	62.00	"ABBA"						
5.00	"C8"	63.00	"ABBA"						
5.00	"C8"	64.00	"ABBA"						
5.00	"C8"	65.00	"ABBA"						
5.00	"C8"	66.00	"ABBA"		166.00	5.42			
5.00	"C8"	67.00	"ABBA"		325.00	3.96			
5.00	"C8"	68.00	"ABBA"		333.00	4.30			
5.00	"C8"	69.00	"ABBA"		353.00	4.82			
5.00	"C8"	70.00	"ACRU"	"S"	341.00	4.27			
5.00	"C8"	71.00	"ACRU"	"S"	341.00	4.07			
5.00	"C8"	72.00	"ACRU"	"S"	341.00	3.79			
5.00	"C8"	73.00	"ACRU"	"S"	341.00	4.00			
5.00	"C8"	74.00	"ACRU"	"S"	20.00	4.73			
5.00	"C8"	75.00	"ABBA"		27.00	5.62			
5.00	"C8"	76.00	"ABBA"		40.00	2.99			
5.00	"C8"	77.00	"ABBA"		49.00	3.01			
5.00	"C8"	78.00	"ABBA"		50.00	2.99			
5.00	"C8"	79.00	"ACRU"		341.00	1.46			
5.00	"C8"	80.00	"PIST"		100.00	0.91			
5.00	"C8"	81.00	"ABBA"		81.00	5.48			
5.00	"C8"	82.00	"ACRU"	"S"	133.00	5.20			
5.00	"C8"	83.00	"ABBA"		181.00	4.23			
5.00	"C8"	84.00	"ABBA"		188.00	5.12			
5.00	"C8"	85.00	"ABBA"		242.00	2.43			
5.00	"C8"	86.00	"ABBA"		244.00	3.44			
5.00	"C8"	87.00	"ABBA"		216.00	2.93			
5.00	"C8"	88.00	"ABBA"		228.00	3.66			
5.00	"C8"	89.00	"ABBA"		229.00	4.27			
5.00	"C8"	90.00	"ABBA"		236.00	3.78			
5.00	"C8"	91.00	"ACRU"		247.00	4.03			
5.00	"C8"	92.00	"ABBA"		245.00	5.18			
5.00	"C8"	93.00	"PIST"		249.00	4.04			
5.00	"C8"	94.00	"ABBA"		286.00	4.33			
5.00	"C8"	95.00	"TSCA"		289.00	4.23			
5.00	"C8"	96.00	"ABBA"		295.00	5.48			
5.00	"C8"	97.00	"ABBA"		301.00	5.61			
5.00	"C8"	98.00	"ABBA"		309.00	3.95			
5.00	"C8"	99.00	"ABBA"		323.00	4.53			
5.00	"C8"	100.00	"ABBA"		313.00	5.34			
5.00	"C8"	101.00	"ABBA"		273.00	2.53			
5.00	"C8"	102.00	"ABBA"		296.00	2.37			
5.00	"D3"	1.00	"TSCA"		290.00	4.54			
5.00	"D3"	2.00	"TSCA"		285.00	5.13			
5.00	"D3"	3.00	"TSCA"		4.00	1.55			
5.00	"D3"	4.00	"TSCA"						
5.00	"D3"	5.00	"TSCA"		63.00	3.28			
5.00	"D3"	6.00	"ABBA"						
5.00	"D4"	1.00	"TSCA"		229.00	2.67			
5.00	"D4"	2.00	"TSCA"		89.00	3.12			
5.00	"D4"	3.00	"TSCA"		110.00	1.70			
5.00	"D4"	4.00	"TSCA"		138.00	2.47			
5.00	"D4"	5.00	"TSCA"		172.00	2.64			
5.00	"D7"	1.00	"TSCA"		262.00	1.25			
5.00	"D7"	2.00	"TSCA"		245.00	2.68			
5.00	"D7"	3.00	"ABBA"		252.00	5.57			
5.00	"D7"	4.00	"TSCA"						
5.00	"D7"	5.00	"TSCA"		115.00	4.63			
5.00	"D7"	6.00	"THOC"		217.00	4.39			
5.00	"D8"	1.00	"ABBA"		248.00	2.73			
5.00	"D8"	2.00	"ABBA"		227.00	3.73			
5.00	"D8"	3.00	"ABBA"						
5.00	"D8"	4.00	"ABBA"		273.00	3.30			
5.00	"D8"	5.00	"TSCA"					53.00	
5.00	"D8"	6.00	"ABBA"						
5.00	"D8"	7.00	"ABBA"						
5.00	"D8"	8.00	"ABBA"						
5.00	"D8"	9.00	"ABBA"		333.00	5.76			
5.00	"D8"	10.00	"ABBA"						
5.00	"D8"	11.00	"PIRU"		358.00	4.70			
5.00	"D8"	12.00	"ABBA"	"W"	359.00	5.09			
5.00	"D8"	13.00	"ABBA"						
5.00	"D8"	14.00	"ABBA"		10.00	4.82			
5.00	"D8"	15.00	"ABBA"	"W"					
5.00	"D8"	16.00	"ABBA"						
5.00	"D8"	17.00	"ABBA"		62.00	4.65			
5.00	"D8"	18.00	"ABBA"						
5.00	"D8"	19.00	"ABBA"						
5.00	"D8"	20.00	"ABBA"		127.00	3.03			
5.00	"D8"	21.00	"ABBA"		180.00	4.66			
5.00	"D8"	22.00	"ABBA"						
5.00	"D8"	23.00	"ABBA"						
5.00	"D8"	24.00	"ABBA"						
5.00	"D8"	25.00	"ABBA"						
5.00	"D8"	26.00	"ABBA"		97.00	5.62			
5.00	"D8"	27.00	"ABBA"		300.00	5.28			
5.00	"D8"	28.00	"ABBA"		293.00	5.09			
5.00	"E2"	1.00	"TSCA"		230.00	3.76		63.00	
5.00	"E2"	2.00	"ABBA"		97.00	3.61			
5.00	"E2"	3.00	"TSCA"						
5.00	"E2"	4.00	"TSCA"		354.00	3.23		59.00	
5.00	"E2"	5.00	"TSCA"					56.00	
5.00	"E3"	1.00	"ABBA"						
5.00	"E3"	2.00	"TSCA"						
5.00	"E3"	3.00	"ABBA"						
5.00	"E3"	4.00	"ABBA"						
5.00	"E3"	5.00	"TSCA"						
5.00	"E3"	6.00	"TSCA"		78.00	1.70			
5.00	"E3"	7.00	"ABBA"		80.00	4.78			
5.00	"E3"	8.00	"TSCA"		98.00	5.26			
5.00	"E3"	9.00	"ABBA"	"S"					
5.00	"E3"	10.00	"ACRU"	"S"					
5.00	"E3"	11.00	"ACRU"	"S"					
5.00	"E3"	12.00	"ACRU"	"S"	62.00	4.27			
5.00	"E5"	1.00	"ABBA"						
5.00	"E5"	2.00	"ABBA"						
5.00	"E5"	3.00	"TSCA"						
5.00	"E5"	4.00	"ABBA"		70.00	4.00			
5.00	"E5"	5.00	"ABBA"						
5.00	"E5"	6.00	"ABBA"						
5.00	"E5"	7.00	"ABBA"						
5.00	"E5"	9.00	"ABBA"		189.00	5.33			
5.00	"E5"	10.00	"ABBA"						
5.00	"E5"	11.00	"ABBA"						
5.00	"E5"	12.00	"ABBA"						
5.00	"E5"	13.00	"ABBA"						
5.00	"E5"	14.00	"ABBA"		190.00	4.38			
5.00	"E5"	15.00	"ABBA"						
5.00	"E6"	1.00	"ABBA"		285.00	4.16			
5.00	"E6"	2.00	"ABBA"		300.00	4.29			
5.00	"E6"	3.00	"ABBA"		237.00	3.66			
5.00	"E8"	1.00	"ABBA"		266.00	1.23			
5.00	"E8"	2.00	"ABBA"						
5.00	"E8"	3.00	"ABBA"						
5.00	"E8"	4.00	"ABBA"		250.00	4.78			
5.00	"E8"	5.00	"FRAM"		268.00	4.70			
5.00	"E8"	6.00	"ABBA"						
5.00	"E8"	7.00	"ABBA"		291.00	1.73			
5.00	"E8"	8.00	"ABBA"						
5.00	"E8"	9.00	"ABBA"		356.00	4.77			
5.00	"E8"	10.00	"ABBA"						
5.00	"E8"	11.00	"ABBA"						
5.00	"E8"	12.00	"ABBA"		51.00	4.73			
5.00	"E8"	13.00	"ABBA"						
5.00	"E8"	14.00	"ABBA"		112.00	2.30			
5.00	"E8"	15.00	"ABBA"		120.00	3.12		58.00	
5.00	"E8"	16.00	"ABBA"		160.00	0.64			
5.00	"E8"	17.00	"ABBA"						
5.00	"E8"	18.00	"ABBA"						
5.00	"E8"	19.00	"ABBA"		162.00	4.66			
5.00	"E8"	20.00	"ABBA"						
5.00	"E8"	21.00	"ABBA"		219.00	3.02			
5.00	"E8"	22.00	"ABBA"		93.00	4.28			
5.00	"E8"	23.00	"ABBA"						
5.00	"E8"	24.00	"ABBA"		98.00	1.61			
5.00	"E8"	25.00	"ABBA"						
5.00	"E8"	26.00	"ABBA"						
5.00	"E8"	27.00	"ABBA"						
5.00	"E8"	28.00	"ABBA"						
5.00	"E8"	29.00	"ABBA"						
5.00	"E8"	30.00	"ABBA"						
5.00	"E8"	31.00	"ABBA"						
5.00	"E8"	32.00	"ABBA"						
5.00	"E8"	33.00	"ABBA"						
5.00	"E8"	34.00	"ABBA"		171.00	3.33			
5.00	"E8"	35.00	"ABBA"						
5.00	"E8"	36.00	"ABBA"						
5.00	"E8"	37.00	"ABBA"						
5.00	"E8"	38.00	"ABBA"						
5.00	"E8"	39.00	"ABBA"						
5.00	"E8"	40.00	"ABBA"						
5.00	"E8"	41.00	"ABBA"		70.00	4.63			
5.00	"E8"	42.00	"ABBA"		119.00	4.21			
5.00	"E8"	43.00	"ABBA"						
5.00	"E8"	44.00	"ABBA"						
5.00	"E8"	45.00	"ABBA"		32.00	3.13			
5.00	"E8"	46.00	"ABBA"						
5.00	"E8"	47.00	"ABBA"						
5.00	"E8"	48.00	"ABBA"						
5.00	"E8"	49.00	"ABBA"						
5.00	"E8"	50.00	"ABBA"						
5.00	"E8"	51.00	"ABBA"						
5.00	"E8"	52.00	"ABBA"						
5.00	"E8"	53.00	"ABBA"		217.00	3.88			
5.00	"E8"	54.00	"ABBA"		196.00	3.09			
5.00	"E8"	55.00	"ABBA"		255.00	1.93			
5.00	"E8"	56.00	"ABBA"		198.00	1.74			
5.00	"E8"	57.00	"ABBA"		308.00	5.19			
6.00	"A3"	1.00	"ABBA"		121.00	4.32			
6.00	"A3"	2.00	"ABBA"					51.00	
6.00	"A3"	3.00	"ABBA"						
6.00	"A3"	4.00	"ACSA"		8.00	4.13			
6.00	"A3"	5.00	"ABBA"						
6.00	"A3"	10.00	"PIST"		313.00	3.84			
6.00	"A3"	11.00	"ABBA"		318.00	4.07			
6.00	"A3"	12.00	"PIST"		287.00	2.66			
6.00	"A3"	13.00	"ABBA"		305.00	3.38			
6.00	"A3"	14.00	"ABBA"		279.00	4.11			
6.00	"A3"	15.00	"PIST"		267.00	2.91			
6.00	"A3"	16.00	"ABBA"		236.00	4.52			
6.00	"A3"	17.00	"ABBA"		237.00	4.00			
6.00	"A3"	18.00	"ABBA"		223.00	4.78			
6.00	"A3"	19.00	"ABBA"		222.00	4.21			
6.00	"A3"	20.00	"ABBA"		208.00	4.30			
6.00	"A3"	21.00	"PIST"		211.00	3.43			
6.00	"A3"	22.00	"ABBA"		233.00	1.80			
6.00	"A3"	23.00	"ABBA"		209.00	2.51			
6.00	"A3"	24.00	"ABBA"		181.00	0.99			
6.00	"A3"	25.00	"ABBA"		117.00	0.50			
6.00	"A3"	26.00	"ABBA"		154.00	1.46			
6.00	"A3"	27.00	"ABBA"		143.00	1.33			
6.00	"A3"	28.00	"ABBA"		141.00	2.24			
6.00	"A3"	29.00	"TSCA"		175.00	4.09			
6.00	"A3"	30.00	"ABBA"		175.00	4.51			
6.00	"A3"	31.00	"ABBA"		168.00	4.51			
6.00	"A3"	32.00	"ABBA"		173.00	5.54			
6.00	"A3"	33.00	"ABBA"		155.00	4.32			
6.00	"A3"	34.00	"ABBA"		152.00	4.10			
6.00	"A3"	35.00	"ABBA"		138.00	5.41			
6.00	"A3"	36.00	"ABBA"		152.00	3.64			
6.00	"A3"	37.00	"PIST"		99.00	2.44			
6.00	"A3"	38.00	"PIST"		68.00	2.69			
6.00	"A3"	39.00	"ABBA"		55.00	3.00			
6.00	"A3"	40.00	"ABBA"		61.00	3.48			
6.00	"A3"	41.00	"ABBA"		62.00	3.97			
6.00	"A3"	42.00	"PIST"		62.00	4.81			
6.00	"A3"	43.00	"ABBA"		63.00	4.78			
6.00	"A3"	44.00	"ABBA"		58.00	5.50			
6.00	"A3"	45.00	"ABBA"		54.00	4.93			
6.00	"A3"	46.00	"TSCA"		37.00	2.37			
6.00	"A3"	47.00	"PIST"		16.00	4.64			
6.00	"A3"	48.00	"ABBA"		9.00	3.12			
6.00	"A3"	49.00	"ABBA"		14.00	2.94			
6.00	"A3"	50.00	"ABBA"		351.00	1.00			
6.00	"A3"	51.00	"ABBA"		337.00	1.43			
6.00	"A3"	52.00	"ABBA"		332.00	1.22			
6.00	"A5"	1.00	"ABBA"		82.00	0.62			
6.00	"A5"	2.00	"ABBA"		111.00	1.41			
6.00	"A5"	3.00	"ABBA"		65.00	2.00			
6.00	"A5"	4.00	"ABBA"		107.00	3.74			
6.00	"A5"	5.00	"ABBA"		102.00	4.10			
6.00	"A5"	6.00	"ABBA"		93.00	4.21			
6.00	"A5"	7.00	"ABBA"		101.00	4.91			
6.00	"A5"	8.00	"ABBA"		88.00	5.49			
6.00	"A5"	9.00	"ABBA"		91.00	5.57			
6.00	"A5"	10.00	"ABBA"		149.00	1.84			
6.00	"A5"	11.00	"ABBA"		132.00	1.83			
6.00	"A5"	12.00	"ABBA"		173.00	5.18			
6.00	"A5"	13.00	"ABBA"		177.00	5.00			
6.00	"A5"	14.00	"ABBA"						
