"RA"	"PLOT"	"DATE"	"CREW"	"OS."	"TREE_CODE"	"INV"	"NT/MT"	"DBH"	"COND"	"CC"	"ST"	"LI"	"LLC"	"HT"	"BAD"	"NOTES"
1.00	"F3"	6/26/2000 0:00:00	"RS, DH, LC"	32	"ACRU"	2.00		14.10	0.00	"C"						
1.00	"F3"	4/1/2005 0:00:00		32	"ACRU"	3.00		13.90	0.00		"B"	2				
1.00	"F3"	6/8/2010 0:00:00	"HV;JA;KB;BR;AR"	32	"ACRU"	4.00			7.00							
1.00	"F3"	6/19/1995 0:00:00	"KB, MN, DS, TT, MM"	33	"ACRU"	1.00	"NT"	11.20	0.00	"C"						
1.00	"F3"	6/26/2000 0:00:00	"RS, DH, LC"	33	"ACRU"	2.00		11.90	0.00	"C"						
1.00	"F3"	4/1/2005 0:00:00		33	"ACRU"	3.00		13.50	0.00		"B"	2				
1.00	"F3"	6/8/2010 0:00:00	"HV;JA;KB;BR;AR"	33	"ACRU"	4.00			7.00							
1.00	"F3"	6/19/1995 0:00:00	"KB, MN, DS, TT, MM"	34	"ACRU"	1.00	"NT"	12.50	0.00	"C"						
1.00	"F3"	4/1/2000 0:00:00		34	"ACRU"	2.00			8.00							
1.00	"F3"	4/1/2005 0:00:00		34	"ACRU"	3.00		14.50	0.00		"B"	2				
1.00	"F3"	6/8/2010 0:00:00	"HV;JA;KB;BR;AR"	34	"ACRU"	4.00			7.00							
1.00	"F3"	6/19/1995 0:00:00	"KB, MN, DS, TT, MM"	35	"FAGR"	1.00	"NT"	20.50	2.00	"C"						
1.00	"F3"	6/26/2000 0:00:00	"RS, DH, LC"	35	"FAGR"	2.00		21.20	2.00	"C"						
1.00	"F3"	4/1/2005 0:00:00		35	"FAGR"	3.00		20.60	2.00		"B"	1				
1.00	"F3"	6/8/2010 0:00:00	"HV;JA;KB;BR;AR"	35	"FAGR"	4.00			7.00							
1.00	"F3"	6/19/1995 0:00:00	"KB, MN, DS, TT, MM"	36	"ABBA"	1.00	"NT"	11.00	0.00	"O"						
1.00	"F3"	4/1/2000 0:00:00		36	"ABBA"	2.00			8.00							
1.00	"F3"	6/19/1995 0:00:00	"KB, MN, DS, TT, MM"	37	"TSCA"	1.00	"NT"	14.00	0.00	"O"						
1.00	"F3"	6/26/2000 0:00:00	"RS, DH, LC"	37	"TSCA"	2.00		17.50	0.00	"I"						
1.00	"F3"	4/1/2005 0:00:00		37	"TSCA"	3.00		19.70	0.00		"C"	1				
1.00	"F3"	6/8/2010 0:00:00	"HV;JA;KB;BR;AR"	37	"TSCA"	4.00			7.00							
1.00	"F3"	6/19/1995 0:00:00	"KB, MN, DS, TT, MM"	38	"BEPA"	1.00	"NT"	18.00	0.00	"C"						
1.00	"F3"	6/26/2000 0:00:00	"RS, DH, LC"	38	"BEPA"	2.00		19.80	0.00	"D"						
1.00	"F3"	4/1/2005 0:00:00		38	"BEPA"	3.00		20.40	0.00		"B"	3				
1.00	"F3"	6/8/2010 0:00:00	"HV;JA;KB;BR;AR"	38	"BEPA"	4.00			7.00							
1.00	"F3"	6/19/1995 0:00:00	"KB, MN, DS, TT, MM"	39	"ACRU"	1.00	"NT"	15.10	0.00	"I"						
1.00	"F3"	6/26/2000 0:00:00	"RS, DH, LC"	39	"ACRU"	2.00		14.00	0.00	"C"						
1.00	"F3"	4/1/2005 0:00:00		39	"ACRU"	3.00			8.00							
1.00	"F3"	6/8/2010 0:00:00	"HV;JA;KB;BR;AR"	39	"ACRU"	4.00			8.00							
1.00	"F3"	6/19/1995 0:00:00	"KB, MN, DS, TT, MM"	40	"ACRU"	1.00	"NT"	13.00	0.00	"C"						
1.00	"F3"	4/1/2000 0:00:00		40	"ACRU"	2.00			8.00							
1.00	"F3"	6/19/1995 0:00:00	"KB, MN, DS, TT, MM"	41	"ABBA"	1.00	"NT"	10.00	0.00	"O"						
1.00	"F3"	4/1/2000 0:00:00		41	"ABBA"	2.00			8.00							
1.00	"F3"	6/19/1995 0:00:00	"KB, MN, DS, TT, MM"	42	"ACRU"	1.00	"NT"	11.50	0.00	"I"						
1.00	"F3"	6/26/2000 0:00:00	"RS, DH, LC"	42	"ACRU"	2.00		11.90	0.00	"C"						
1.00	"F3"	4/1/2005 0:00:00		42	"ACRU"	3.00		12.30	0.00		"B"	2				
1.00	"F3"	6/8/2010 0:00:00	"HV;JA;KB;BR;AR"	42	"ACRU"	4.00			7.00							
1.00	"F3"	6/19/1995 0:00:00	"KB, MN, DS, TT, MM"	43	"ACRU"	1.00	"NT"	9.70	0.00	"I"						
1.00	"F3"	6/26/2000 0:00:00	"RS, DH, LC"	43	"ACRU"	2.00		11.10	0.00	"C"						
1.00	"F3"	4/1/2005 0:00:00		43	"ACRU"	3.00		12.00	0.00		"B"	1				
1.00	"F3"	6/8/2010 0:00:00	"HV;JA;KB;BR;AR"	43	"ACRU"	4.00			7.00							
1.00	"F3"	6/19/1995 0:00:00	"KB, MN, DS, TT, MM"	44	"TSCA"	1.00	"NT"	10.50	0.00	"O"						
1.00	"F3"	4/1/2000 0:00:00		44	"TSCA"	2.00			8.00							
1.00	"F3"	6/19/1995 0:00:00	"KB, MN, DS, TT, MM"	45	"ACRU"	1.00	"NT"	10.80	0.00	"I"						
1.00	"F3"	4/1/2000 0:00:00		45	"ACRU"	2.00			8.00							
1.00	"F3"	6/19/1995 0:00:00	"KB, MN, DS, TT, MM"	46	"FAGR"	1.00	"NT"	16.60	2.00	"I"						
1.00	"F3"	4/1/2000 0:00:00		46	"FAGR"	2.00			8.00							
1.00	"F3"	6/19/1995 0:00:00	"KB, MN, DS, TT, MM"	47	"FAGR"	1.00	"NT"	14.00	2.00	"I"						
1.00	"F3"	4/1/2000 0:00:00		47	"FAGR"	2.00			8.00							
1.00	"F3"	6/19/1995 0:00:00	"KB, MN, DS, TT, MM"	48	"TSCA"	1.00	"NT"	11.20	0.00	"O"						
1.00	"F3"	4/1/2000 0:00:00		48	"TSCA"	2.00			8.00							
1.00	"F3"	6/19/1995 0:00:00	"KB, MN, DS, TT, MM"	49	"ABBA"	1.00	"NT"	11.00	4.00	"C"						
1.00	"F3"	4/1/2000 0:00:00		49	"ABBA"	2.00			8.00							
1.00	"F3"	6/19/1995 0:00:00	"KB, MN, DS, TT, MM"	50	"BEPA"	1.00	"NT"	11.70	0.00	"C"						
1.00	"F3"	4/1/2000 0:00:00		50	"BEPA"	2.00			8.00							
1.00	"F3"	6/19/1995 0:00:00	"KB, MN, DS, TT, MM"	51	"ABBA"	1.00	"NT"	14.50	0.00	"I"						
1.00	"F3"	4/1/2000 0:00:00		51	"ABBA"	2.00			8.00							
1.00	"F3"	6/19/1995 0:00:00	"KB, MN, DS, TT, MM"	52	"BEPA"	1.00	"NT"	12.50	0.00	"C"						
1.00	"F3"	6/26/2000 0:00:00	"RS, DH, LC"	52	"BEPA"	2.00		13.20	0.00	"C"						
1.00	"F3"	4/1/2005 0:00:00		52	"BEPA"	3.00		13.20	0.00		"B"	0				
1.00	"F3"	6/8/2010 0:00:00	"HV;JA;KB;BR;AR"	52	"BEPA"	4.00			7.00							
1.00	"F3"	6/19/1995 0:00:00	"KB, MN, DS, TT, MM"	53	"BEPA"	1.00	"NT"	11.00	0.00	"C"						
1.00	"F3"	6/26/2000 0:00:00	"RS, DH, LC"	53	"BEPA"	2.00		10.80	0.00	"C"						
1.00	"F3"	4/1/2005 0:00:00		53	"BEPA"	3.00		10.70	0.00		"B"	1				
1.00	"F3"	6/8/2010 0:00:00	"HV;JA;KB;BR;AR"	53	"BEPA"	4.00			7.00							
1.00	"F3"	6/19/1995 0:00:00	"KB, MN, DS, TT, MM"	54	"BEPA"	1.00	"NT"	16.50	0.00	"C"						
1.00	"F3"	6/26/2000 0:00:00	"RS, DH, LC"	54	"BEPA"	2.00		16.50	0.00	"C"						
1.00	"F3"	4/1/2005 0:00:00		54	"BEPA"	3.00		15.20	0.00		"B"	2				
1.00	"F3"	6/8/2010 0:00:00	"HV;JA;KB;BR;AR"	54	"BEPA"	4.00			7.00							
1.00	"F3"	6/19/1995 0:00:00	"KB, MN, DS, TT, MM"	55	"ACRU"	1.00	"NT"	12.00	0.00	"C"						
1.00	"F3"	6/26/2000 0:00:00	"RS, DH, LC"	55	"ACRU"	2.00		15.00	0.00	"D"						
1.00	"F3"	4/1/2005 0:00:00		55	"ACRU"	3.00		17.10	0.00		"B"	3				
1.00	"F3"	6/8/2010 0:00:00	"HV;JA;KB;BR;AR"	55	"ACRU"	4.00			7.00							
1.00	"F3"	6/19/1995 0:00:00	"KB, MN, DS, TT, MM"	56	"ABBA"	1.00	"NT"	10.00	4.00	"O"						
1.00	"F3"	4/1/2005 0:00:00		56	"ABBA"	3.00			9.00							
1.00	"F3"	6/8/2010 0:00:00	"HV;JA;KB;BR;AR"	56	"ABBA"	4.00			9.00							
1.00	"F3"	6/19/1995 0:00:00	"KB, MN, DS, TT, MM"	57	"ACRU"	1.00	"NT"	10.00	0.00	"I"						
1.00	"F3"	6/26/2000 0:00:00	"RS, DH, LC"	57	"ACRU"	2.00		10.50	0.00	"I"						
1.00	"F3"	4/1/2005 0:00:00		57	"ACRU"	3.00		11.70	0.00		"B"	0				
1.00	"F3"	6/8/2010 0:00:00	"HV;JA;KB;BR;AR"	57	"ACRU"	4.00			7.00							
1.00	"F3"	6/19/1995 0:00:00	"KB, MN, DS, TT, MM"	58	"ACRU"	1.00	"NT"	10.00	0.00	"I"						
1.00	"F3"	6/26/2000 0:00:00	"RS, DH, LC"	58	"ACRU"	2.00		11.70	0.00	"I"						
1.00	"F3"	4/1/2005 0:00:00		58	"ACRU"	3.00		12.20	0.00		"B"	2				
1.00	"F3"	6/8/2010 0:00:00	"HV;JA;KB;BR;AR"	58	"ACRU"	4.00			7.00							
1.00	"F3"	6/19/1995 0:00:00	"KB, MN, DS, TT, MM"	59	"ABBA"	1.00	"NT"	10.80	0.00	"I"						
1.00	"F3"	4/1/2000 0:00:00		59	"ABBA"	2.00			8.00							
1.00	"F3"	4/1/2005 0:00:00		59	"ABBA"	3.00			9.00							
1.00	"F3"	6/8/2010 0:00:00	"HV;JA;KB;BR;AR"	59	"ABBA"	4.00			9.00							
1.00	"F3"	6/19/1995 0:00:00	"KB, MN, DS, TT, MM"	60	"ACRU"	1.00	"NT"	12.00	0.00	"I"						
1.00	"F3"	6/26/2000 0:00:00	"RS, DH, LC"	60	"ACRU"	2.00		15.30	0.00	"C"						
1.00	"F3"	4/1/2005 0:00:00		60	"ACRU"	3.00		15.40	0.00		"B"	3				
1.00	"F3"	6/8/2010 0:00:00	"HV;JA;KB;BR;AR"	60	"ACRU"	4.00			7.00							
1.00	"F3"	6/19/1995 0:00:00	"KB, MN, DS, TT, MM"	61	"ABBA"	1.00	"NT"	9.70	0.00	"I"						
1.00	"F3"	4/1/2000 0:00:00		61	"ABBA"	2.00			8.00							
1.00	"F3"	6/19/1995 0:00:00	"KB, MN, DS, TT, MM"	62	"FAGR"	1.00	"NT"	13.20	2.00	"I"						
1.00	"F3"	4/1/2000 0:00:00		62	"FAGR"	2.00			8.00							
1.00	"F3"	4/1/2005 0:00:00		62	"FAGR"	3.00			9.00							
1.00	"F3"	6/8/2010 0:00:00	"HV;JA;KB;BR;AR"	62	"FAGR"	4.00			9.00							
1.00	"F3"	6/26/2000 0:00:00	"RS, DH, LC"	63	"ACRU"	2.00	"NT"	10.00	0.00	"C"						
1.00	"F3"	4/1/2005 0:00:00		63	"ACRU"	3.00		10.50	0.00		"B"	1				
1.00	"F3"	6/8/2010 0:00:00	"HV;JA;KB;BR;AR"	63	"ACRU"	4.00			7.00							
1.00	"F3"	6/26/2000 0:00:00	"RS, DH, LC"	64	"PIGL"	2.00	"NT"	12.00	0.00	"I"					"DBH"	
1.00	"F3"	4/1/2005 0:00:00		64	"PIGL"	3.00		11.20	0.00		"C"	0				
1.00	"F3"	6/8/2010 0:00:00	"HV;JA;KB;BR;AR"	64	"PIGL"	4.00			7.00							
1.00	"F3"	6/26/2000 0:00:00	"RS, DH, LC"	65	"TSCA"	2.00	"NT"	10.40	0.00	"I"						
1.00	"F3"	4/1/2005 0:00:00		65	"TSCA"	3.00		12.10	0.00		"C"	0				
1.00	"F3"	6/8/2010 0:00:00	"HV;JA;KB;BR;AR"	65	"TSCA"	4.00			7.00							
1.00	"F3"	6/26/2000 0:00:00	"RS, DH, LC"	66	"ACRU"	2.00	"NT"	10.20	0.00	"C"						
1.00	"F3"	4/1/2005 0:00:00		66	"ACRU"	3.00		11.70	0.00		"B"	1				
1.00	"F3"	6/8/2010 0:00:00	"HV;JA;KB;BR;AR"	66	"ACRU"	4.00			7.00							
1.00	"F3"	6/26/2000 0:00:00	"RS, DH, LC"	67	"FAGR"	2.00	"NT"	17.20	2.00	"I"						
1.00	"F3"	4/1/2005 0:00:00		67	"FAGR"	3.00		17.00	45.00		"B"	1				
1.00	"F3"	6/8/2010 0:00:00	"HV;JA;KB;BR;AR"	67	"FAGR"	4.00			7.00							
1.00	"F3"	6/26/2000 0:00:00	"RS, DH, LC"	68	"FAGR"	2.00	"NT"	14.10	2.00	"I"						
1.00	"F3"	4/1/2005 0:00:00		68	"FAGR"	3.00			8.00							
1.00	"F3"	6/8/2010 0:00:00	"HV;JA;KB;BR;AR"	68	"FAGR"	4.00			8.00							
1.00	"F3"	6/26/2000 0:00:00	"RS, DH, LC"	69	"ACRU"	2.00	"NT"	10.10	0.00	"C"						
1.00	"F3"	4/1/2005 0:00:00		69	"ACRU"	3.00		10.70	0.00		"B"	1				
1.00	"F3"	6/8/2010 0:00:00	"HV;JA;KB;BR;AR"	69	"ACRU"	4.00			7.00							
1.00	"F3"	4/1/2005 0:00:00		70	"TSCA"	3.00	"MT"	21.10	0.00		"B"	0				
1.00	"F3"	6/8/2010 0:00:00	"HV;JA;KB;BR;AR"	70	"TSCA"	4.00			7.00							
1.00	"F3"	4/1/2005 0:00:00		71	"PIRU"	3.00	"NT"	9.50	0.00		"C"	0				
1.00	"F3"	6/8/2010 0:00:00	"HV;JA;KB;BR;AR"	71	"PIRU"	4.00		11.10	3.00		"B"	5				"STORM DAMAGE"
1.00	"F3"	4/1/2005 0:00:00		72	"ACRU"	3.00	"NT"	10.00	24.00		"C"	0				
1.00	"F3"	6/8/2010 0:00:00	"HV;JA;KB;BR;AR"	72	"ACRU"	4.00			7.00							
1.00	"F3"	6/8/2010 0:00:00	"HV;JA;KB;BR;AR"	73	"FAGR"	4.00	"NT"	11.10	0.00		"C"	3				
1.00	"F3"	6/8/2010 0:00:00	"HV;JA;KB;BR;AR"	74	"ACRU"	4.00	"NT"	12.20	0.00		"B"	4	12	18		
1.00	"F3"	6/8/2010 0:00:00	"HV;JA;KB;BR;AR"	75	"ACRU"	4.00	"NT"	11.30	0.00		"B"	4				
1.00	"F3"	6/8/2010 0:00:00	"HV;JA;KB;BR;AR"	76	"TSCA"	4.00	"NT"	10.80	0.00		"B"	4				
1.00	"F3"	6/8/2010 0:00:00	"HV;JA;KB;BR;AR"	77	"ACRU"	4.00	"NT"	10.60	35.00		"B"	3				
1.00	"G2"	6/19/1995 0:00:00	"KB, MN, DS, TT, MM"	1	"ACRU"	1.00	"NT"	14.60	0.00	"I"						
1.00	"G2"	4/1/2000 0:00:00		1	"ACRU"	2.00			8.00							
1.00	"G2"	6/19/1995 0:00:00	"KB, MN, DS, TT, MM"	2	"ACRU"	1.00	"NT"	16.00	0.00	"I"						
1.00	"G2"	4/1/2000 0:00:00		2	"ACRU"	2.00			8.00							
1.00	"G2"	6/19/1995 0:00:00	"KB, MN, DS, TT, MM"	3	"POGR"	1.00	"NT"	24.00	0.00	"C"						
1.00	"G2"	4/1/2000 0:00:00		3	"POGR"	2.00			8.00							
1.00	"G2"	6/19/1995 0:00:00	"KB, MN, DS, TT, MM"	4	"POGR"	1.00	"NT"	26.20	0.00	"C"						
1.00	"G2"	4/1/2000 0:00:00		4	"POGR"	2.00			8.00							
1.00	"G2"	6/19/1995 0:00:00	"KB, MN, DS, TT, MM"	5	"POGR"	1.00	"NT"	24.60	0.00	"C"						
1.00	"G2"	4/1/2000 0:00:00		5	"POGR"	2.00			8.00							
1.00	"G2"	6/19/1995 0:00:00	"KB, MN, DS, TT, MM"	6	"POGR"	1.00	"NT"	17.50	0.00	"C"						
1.00	"G2"	4/1/2000 0:00:00		6	"POGR"	2.00			8.00							
1.00	"G2"	6/19/1995 0:00:00	"KB, MN, DS, TT, MM"	7	"POGR"	1.00	"NT"	23.90	0.00	"C"						
1.00	"G2"	4/1/2000 0:00:00		7	"POGR"	2.00			8.00							
1.00	"G2"	6/19/1995 0:00:00	"KB, MN, DS, TT, MM"	8	"ABBA"	1.00	"NT"	13.30	0.00	"I"						
1.00	"G2"	4/1/2000 0:00:00		8	"ABBA"	2.00			8.00							
1.00	"G2"	6/19/1995 0:00:00	"KB, MN, DS, TT, MM"	9	"PIRU"	1.00	"NT"	11.50	0.00	"I"						
1.00	"G2"	4/1/2000 0:00:00		9	"PIRU"	2.00			8.00							
1.00	"G2"	6/19/1995 0:00:00	"KB, MN, DS, TT, MM"	10	"ABBA"	1.00	"NT"	16.30	0.00	"C"						
1.00	"G2"	4/1/2000 0:00:00		10	"ABBA"	2.00			8.00							
1.00	"G2"	6/19/1995 0:00:00	"KB, MN, DS, TT, MM"	11	"ABBA"	1.00	"NT"	13.60	0.00	"C"						
1.00	"G2"	4/1/2000 0:00:00		11	"ABBA"	2.00			8.00							
1.00	"G2"	6/19/1995 0:00:00	"KB, MN, DS, TT, MM"	12	"PIST"	1.00	"NT"	22.80	0.00	"C"						
1.00	"G2"	6/26/2000 0:00:00	"RS, DH, LC"	12	"PIST"	2.00		27.30	0.00	"D"						
1.00	"G2"	4/1/2005 0:00:00		12	"PIST"	3.00		32.80	0.00		"B"	3				
1.00	"G2"	6/7/2010 0:00:00	"HV;JA;KB;BR;AR"	12	"PIST"	4.00	"MT"	42.70	0.00		"A"	5	9	22		"""MISSING TAG- VERY CLOSE AZ AND DIST"
1.00	"G2"	6/19/1995 0:00:00	"KB, MN, DS, TT, MM"	13	"BEPA"	1.00	"NT"	10.10	0.00	"I"						
1.00	"G2"	4/1/2000 0:00:00		13	"BEPA"	2.00			8.00							
1.00	"G2"	6/19/1995 0:00:00	"KB, MN, DS, TT, MM"	14	"BEPA"	1.00	"NT"	11.30	0.00	"C"						
1.00	"G2"	4/1/1996 0:00:00		14	"BEPA"	1.10			7.00							
1.00	"G2"	6/19/1995 0:00:00	"KB, MN, DS, TT, MM"	15	"BEPA"	1.00	"NT"	15.50	0.00	"C"						
1.00	"G2"	4/1/2000 0:00:00		15	"BEPA"	2.00			8.00							
1.00	"G2"	6/19/1995 0:00:00	"KB, MN, DS, TT, MM"	16	"ACRU"	1.00	"NT"	18.50	0.00	"C"						
1.00	"G2"	4/1/2000 0:00:00		16	"ACRU"	2.00			8.00							
1.00	"G2"	6/19/1995 0:00:00	"KB, MN, DS, TT, MM"	17	"ACRU"	1.00	"NT"	15.20	0.00	"C"						
1.00	"G2"	4/1/2000 0:00:00		17	"ACRU"	2.00			8.00							
1.00	"G2"	6/19/1995 0:00:00	"KB, MN, DS, TT, MM"	18	"ABBA"	1.00	"NT"	16.20	0.00	"O"						
1.00	"G2"	4/1/2000 0:00:00		18	"ABBA"	2.00			8.00							
1.00	"G2"	6/19/1995 0:00:00	"KB, MN, DS, TT, MM"	19	"ACRU"	1.00	"NT"	15.50	0.00	"I"						
1.00	"G2"	4/1/2000 0:00:00		19	"ACRU"	2.00			8.00							
1.00	"G2"	6/19/1995 0:00:00	"KB, MN, DS, TT, MM"	20	"BEPA"	1.00	"NT"	27.50	0.00	"C"						
1.00	"G2"	6/26/2000 0:00:00	"RS, DH, LC"	20	"BEPA"	2.00		30.80	0.00	"C"						
1.00	"G2"	4/1/2005 0:00:00		20	"BEPA"	3.00		31.20	0.00		"B"	3				
1.00	"G2"	6/7/2010 0:00:00	"HV;JA;KB;BR;AR"	20	"BEPA"	4.00			7.00							
1.00	"G2"	6/19/1995 0:00:00	"KB, MN, DS, TT, MM"	21	"BEPA"	1.00	"NT"	17.50	0.00	"C"						
1.00	"G2"	4/1/2000 0:00:00		21	"BEPA"	2.00			8.00							
1.00	"G2"	6/19/1995 0:00:00	"KB, MN, DS, TT, MM"	22	"ABBA"	1.00	"NT"	14.10	0.00	"I"						
1.00	"G2"	4/1/2000 0:00:00		22	"ABBA"	2.00			8.00							
1.00	"G2"	6/19/1995 0:00:00	"KB, MN, DS, TT, MM"	23	"ABBA"	1.00	"NT"	24.50	0.00	"C"						
1.00	"G2"	4/1/2000 0:00:00		23	"ABBA"	2.00			8.00							
1.00	"G2"	6/19/1995 0:00:00	"KB, MN, DS, TT, MM"	24	"BEPA"	1.00	"NT"	18.20	0.00	"I"						
1.00	"G2"	4/1/2000 0:00:00		24	"BEPA"	2.00			8.00							
1.00	"G2"	6/19/1995 0:00:00	"KB, MN, DS, TT, MM"	25	"ACRU"	1.00	"NT"	14.90	0.00	"I"						
1.00	"G2"	4/1/2000 0:00:00		25	"ACRU"	2.00			8.00							
1.00	"G2"	6/19/1995 0:00:00	"KB, MN, DS, TT, MM"	26	"POGR"	1.00	"NT"	25.20	0.00	"I"						
1.00	"G2"	4/1/2000 0:00:00		26	"POGR"	2.00			8.00							
1.00	"G2"	6/19/1995 0:00:00	"KB, MN, DS, TT, MM"	27	"ACRU"	1.00	"NT"	32.30	0.00	"C"						
1.00	"G2"	4/1/2000 0:00:00		27	"ACRU"	2.00			8.00							
1.00	"G2"	6/19/1995 0:00:00	"KB, MN, DS, TT, MM"	28	"POGR"	1.00	"NT"	30.10	0.00	"C"						
1.00	"G2"	4/1/2000 0:00:00		28	"POGR"	2.00			8.00							
1.00	"G2"	6/19/1995 0:00:00	"KB, MN, DS, TT, MM"	29	"ACRU"	1.00	"NT"	10.20	0.00	"I"						
1.00	"G2"	4/1/2000 0:00:00		29	"ACRU"	2.00			8.00							
1.00	"G2"	6/19/1995 0:00:00	"KB, MN, DS, TT, MM"	30	"ACRU"	1.00	"NT"	10.30	0.00	"O"						
1.00	"G2"	4/1/2000 0:00:00		30	"ACRU"	2.00			8.00							
1.00	"G2"	6/19/1995 0:00:00	"KB, MN, DS, TT, MM"	31	"ABBA"	1.00	"NT"	27.30	0.00	"O"						
1.00	"G2"	4/1/2000 0:00:00		31	"ABBA"	2.00			8.00							
1.00	"G2"	6/19/1995 0:00:00	"KB, MN, DS, TT, MM"	32	"BEPA"	1.00	"NT"	15.10	0.00	"I"						
1.00	"G2"	4/1/2000 0:00:00		32	"BEPA"	2.00			8.00							
1.00	"G2"	6/19/1995 0:00:00	"KB, MN, DS, TT, MM"	33	"BEPA"	1.00	"NT"	27.60	0.00	"C"						
1.00	"G2"	4/1/2000 0:00:00		33	"BEPA"	2.00			8.00							
1.00	"G2"	6/19/1995 0:00:00	"KB, MN, DS, TT, MM"	34	"PIRU"	1.00	"NT"	31.00	0.00	"I"					"DBH"	
1.00	"G2"	6/26/2000 0:00:00	"RS, DH, LC"	34	"PIRU"	2.00		23.60	3.00	"C"						
1.00	"G2"	4/1/2005 0:00:00		34	"PIRU"	3.00		24.20	3.00		"B"	2				
1.00	"G2"	6/7/2010 0:00:00	"HV;JA;KB;BR;AR"	34	"PIRU"	4.00			7.00							
1.00	"G2"	6/19/1995 0:00:00	"KB, MN, DS, TT, MM"	35	"TSCA"	1.00	"NT"	21.80	0.00	"O"						
1.00	"G2"	4/1/2000 0:00:00		35	"TSCA"	2.00			8.00							
1.00	"G2"	6/19/1995 0:00:00	"KB, MN, DS, TT, MM"	36	"ACRU"	1.00	"NT"	15.30	0.00	"I"						
1.00	"G2"	4/1/2000 0:00:00		36	"ACRU"	2.00			8.00							
1.00	"G2"	6/19/1995 0:00:00	"KB, MN, DS, TT, MM"	37	"ACRU"	1.00	"NT"	27.20	0.00	"I"						
1.00	"G2"	4/1/2000 0:00:00		37	"ACRU"	2.00			8.00							
1.00	"G2"	6/19/1995 0:00:00	"KB, MN, DS, TT, MM"	38	"ACRU"	1.00	"NT"	18.20	0.00	"I"						
1.00	"G2"	4/1/2000 0:00:00		38	"ACRU"	2.00			8.00							
1.00	"G2"	6/19/1995 0:00:00	"KB, MN, DS, TT, MM"	39	"ACSA"	1.00	"NT"	14.50	0.00	"O"						
1.00	"G2"	4/1/2000 0:00:00		39	"ACSA"	2.00			8.00							
1.00	"G2"	6/19/1995 0:00:00	"KB, MN, DS, TT, MM"	40	"THOC"	1.00	"NT"	13.30	0.00	"I"						
1.00	"G2"	6/26/2000 0:00:00	"RS, DH, LC"	40	"THOC"	2.00			8.00							
1.00	"G2"	6/19/1995 0:00:00	"KB, MN, DS, TT, MM"	41	"BEPA"	1.00	"NT"	23.70	0.00	"C"						
1.00	"G2"	4/1/2000 0:00:00		41	"BEPA"	2.00			8.00							
1.00	"G2"	6/19/1995 0:00:00	"KB, MN, DS, TT, MM"	42	"PIST"	1.00	"NT"	21.50	0.00	"C"						
1.00	"G2"	6/26/2000 0:00:00	"RS, DH, LC"	42	"PIST"	2.00		26.70	0.00	"D"						
1.00	"G2"	4/1/2005 0:00:00		42	"PIST"	3.00		30.20	0.00		"B"	4				
1.00	"G2"	6/7/2010 0:00:00	"HV;JA;KB;BR;AR"	42	"PIST"	4.00		36.80	0.00		"A"	5				
1.00	"G2"	6/19/1995 0:00:00	"KB, MN, DS, TT, MM"	43	"ABBA"	1.00	"NT"	16.50	0.00	"C"						
1.00	"G2"	4/1/2000 0:00:00		43	"ABBA"	2.00			8.00							
1.00	"G2"	6/19/1995 0:00:00	"KB, MN, DS, TT, MM"	44	"ABBA"	1.00	"NT"	23.20	0.00	"C"						
1.00	"G2"	4/1/2000 0:00:00		44	"ABBA"	2.00			8.00							
1.00	"G2"	6/19/1995 0:00:00	"KB, MN, DS, TT, MM"	45	"PIRU"	1.00	"NT"	9.80	0.00	"O"						
1.00	"G2"	6/26/2000 0:00:00	"RS, DH, LC"	45	"PIRU"	2.00		12.30	0.00	"I"						
1.00	"G2"	4/1/2005 0:00:00		45	"PIRU"	3.00		14.30	2.00		"C"	1				
1.00	"G2"	6/7/2010 0:00:00	"HV;JA;KB;BR;AR"	45	"PIRU"	4.00			7.00							
1.00	"G2"	6/19/1995 0:00:00	"KB, MN, DS, TT, MM"	46	"PIRU"	1.00	"NT"	14.90	0.00	"I"						
1.00	"G2"	4/1/2000 0:00:00		46	"PIRU"	2.00			8.00							
1.00	"G2"	6/19/1995 0:00:00	"KB, MN, DS, TT, MM"	47	"ABBA"	1.00	"NT"	9.80	0.00	"I"						
1.00	"G2"	4/1/2000 0:00:00		47	"ABBA"	2.00			8.00							
1.00	"G2"	6/26/2000 0:00:00	"RS, DH, LC"	48	"PIRU"	2.00	"NT"	18.00	0.00	"C"						
1.00	"G2"	4/1/2005 0:00:00		48	"PIRU"	3.00		21.10	0.00		"B"	4				
1.00	"G2"	6/7/2010 0:00:00	"HV;JA;KB;BR;AR"	48	"PIRU"	4.00		23.00	0.00		"B"	4				
1.00	"G2"	6/26/2000 0:00:00	"RS, DH, LC"	49	"PIRU"	2.00	"NT"	9.50	0.00	"I"						
1.00	"G2"	4/1/2005 0:00:00		49	"PIRU"	3.00		11.70	0.00		"C"	1				
1.00	"G2"	6/7/2010 0:00:00	"HV;JA;KB;BR;AR"	49	"PIRU"	4.00		13.80	0.00		"B"	2				
1.00	"G2"	6/26/2000 0:00:00	"RS, DH, LC"	50	"PIRU"	2.00	"NT"	12.50	0.00	"O"						
1.00	"G2"	4/1/2005 0:00:00		50	"PIRU"	3.00		13.30	0.00		"C"	2				
1.00	"G2"	6/7/2010 0:00:00	"HV;JA;KB;BR;AR"	50	"PIRU"	4.00		17.10	0.00		"B"	3	2	10		
