"RA"	"PLOT"	"DATE"	"CREW"	"OS."	"TREE_CODE"	"INV"	"NT/MT"	"DBH"	"COND"	"CC"	"ST"	"LI"	"LLC"	"HT"	"BAD"	"NOTES"
8.00	"D5"	6/21/2007 0:00:00		12	"TSCA"	3.00		31.10	0.00		"B"	2				
8.00	"D5"	7/16/1997 0:00:00	"MM, SG, TS, TT"	13	"TSCA"	1.00	"NT"	14.30	0.00	"O"						
8.00	"D5"	5/30/2002 0:00:00	"MRS, BTP, DER"	13	"TSCA"	2.00		14.90	4.00	"O"						
8.00	"D5"	6/21/2007 0:00:00		13	"TSCA"	3.00			9.00							
8.00	"D5"	7/16/1997 0:00:00	"MM, SG, TS, TT"	14	"TSCA"	1.00	"NT"	17.30	0.00	"I"						
8.00	"D5"	5/30/2002 0:00:00	"MRS, BTP, DER"	14	"TSCA"	2.00		17.60	0.00	"O"						
8.00	"D5"	6/21/2007 0:00:00		14	"TSCA"	3.00			9.00							
8.00	"D5"	7/16/1997 0:00:00	"MM, SG, TS, TT"	15	"TSCA"	1.00	"NT"	21.80	0.00	"C"						
8.00	"D5"	5/30/2002 0:00:00	"MRS, BTP, DER"	15	"TSCA"	2.00		23.80	0.00	"C"						
8.00	"D5"	6/21/2007 0:00:00		15	"TSCA"	3.00			9.00							
8.00	"D5"	7/16/1997 0:00:00	"MM, SG, TS, TT"	16	"TSCA"	1.00	"NT"	10.60	0.00	"O"						
8.00	"D5"	5/30/2002 0:00:00	"MRS, BTP, DER"	16	"TSCA"	2.00			9.00							
8.00	"D5"	6/21/2007 0:00:00		16	"TSCA"	3.00			9.00							
8.00	"D5"	7/16/1997 0:00:00	"MM, SG, TS, TT"	17	"QURU"	1.00	"NT"	17.50	0.00	"C"						
8.00	"D5"	5/30/2002 0:00:00	"MRS, BTP, DER"	17	"QURU"	2.00		18.40	0.00	"C"						
8.00	"D5"	6/21/2007 0:00:00		17	"QURU"	3.00		19.60	0.00		"B"	2				
8.00	"D5"	7/16/1997 0:00:00	"MM, SG, TS, TT"	18	"TSCA"	1.00	"NT"	20.20	0.00	"I"						
8.00	"D5"	5/30/2002 0:00:00	"MRS, BTP, DER"	18	"TSCA"	2.00		20.40	0.00	"O"						
8.00	"D5"	6/21/2007 0:00:00		18	"TSCA"	3.00			9.00							
8.00	"D5"	7/16/1997 0:00:00	"MM, SG, TS, TT"	19	"TSCA"	1.00	"NT"	13.10	0.00	"O"						
8.00	"D5"	5/30/2002 0:00:00	"MRS, BTP, DER"	19	"TSCA"	2.00		13.70	4.00	"O"						
8.00	"D5"	6/21/2007 0:00:00		19	"TSCA"	3.00			9.00							
8.00	"D5"	7/16/1997 0:00:00	"MM, SG, TS, TT"	20	"BEPA"	1.00	"NT"	20.40	0.00	"I"						
8.00	"D5"	5/30/2002 0:00:00	"MRS, BTP, DER"	20	"BEPA"	2.00		20.70	0.00	"C"						
8.00	"D5"	6/21/2007 0:00:00		20	"BEPA"	3.00			9.00							
8.00	"D5"	7/16/1997 0:00:00	"MM, SG, TS, TT"	21	"TSCA"	1.00	"NT"	26.70	0.00	"I"						
8.00	"D5"	5/30/2002 0:00:00	"MRS, BTP, DER"	21	"TSCA"	2.00		26.70	3.00	"O"						
8.00	"D5"	6/21/2007 0:00:00		21	"TSCA"	3.00			9.00							
8.00	"D5"	7/16/1997 0:00:00	"MM, SG, TS, TT"	22	"TSCA"	1.00	"NT"	27.50	0.00	"I"						
8.00	"D5"	5/30/2002 0:00:00	"MRS, BTP, DER"	22	"TSCA"	2.00		28.00	0.00	"C"						
8.00	"D5"	6/21/2007 0:00:00		22	"TSCA"	3.00		28.60	0.00		"B"	1				
8.00	"D5"	7/16/1997 0:00:00	"MM, SG, TS, TT"	23	"THOC"	1.00	"NT"	15.50	0.00	"O"						
8.00	"D5"	5/30/2002 0:00:00	"MRS, BTP, DER"	23	"THOC"	2.00		15.70	5.00	"O"						
8.00	"D5"	6/21/2007 0:00:00		23	"THOC"	3.00		15.80	45.00		"C"	0				
8.00	"D5"	7/16/1997 0:00:00	"MM, SG, TS, TT"	24	"TSCA"	1.00	"NT"	26.20	0.00	"C"						
8.00	"D5"	5/30/2002 0:00:00	"MRS, BTP, DER"	24	"TSCA"	2.00		26.70	0.00	"C"						
8.00	"D5"	6/21/2007 0:00:00		24	"TSCA"	3.00		27.80	0.00		"B"	1				
8.00	"D5"	7/16/1997 0:00:00	"MM, SG, TS, TT"	25	"TSCA"	1.00	"NT"	16.40	0.00	"O"						
8.00	"D5"	5/30/2002 0:00:00	"MRS, BTP, DER"	25	"TSCA"	2.00		16.40	0.00	"O"						
8.00	"D5"	6/21/2007 0:00:00		25	"TSCA"	3.00		16.60	0.00		"C"	1				
8.00	"D5"	7/16/1997 0:00:00	"MM, SG, TS, TT"	26	"PIST"	1.00	"NT"	51.50	0.00	"D"						
8.00	"D5"	5/30/2002 0:00:00	"MRS, BTP, DER"	26	"PIST"	2.00		52.80	0.00	"D"						
8.00	"D5"	6/21/2007 0:00:00		26	"PIST"	3.00		54.50	0.00		"A"	4				
8.00	"D5"	7/16/1997 0:00:00	"MM, SG, TS, TT"	27	"TSCA"	1.00	"NT"	27.60	0.00	"I"						
8.00	"D5"	5/30/2002 0:00:00	"MRS, BTP, DER"	27	"TSCA"	2.00		27.70	0.00	"I"						
8.00	"D5"	6/21/2007 0:00:00		27	"TSCA"	3.00		27.30	5.00		"B"	2				
8.00	"D5"	7/16/1997 0:00:00	"MM, SG, TS, TT"	28	"TSCA"	1.00	"NT"	18.30	0.00	"O"						
8.00	"D5"	5/30/2002 0:00:00	"MRS, BTP, DER"	28	"TSCA"	2.00		18.90	0.00	"O"						
8.00	"D5"	6/21/2007 0:00:00		28	"TSCA"	3.00		19.00	0.00		"C"	1				
8.00	"D5"	7/16/1997 0:00:00	"MM, SG, TS, TT"	29	"FRNI"	1.00	"NT"	25.60	0.00	"C"						
8.00	"D5"	5/30/2002 0:00:00	"MRS, BTP, DER"	29	"FRNI"	2.00		26.30	0.00	"D"						
8.00	"D5"	6/21/2007 0:00:00		29	"FRNI"	3.00		27.30	0.00		"B"	1				
8.00	"D5"	7/16/1997 0:00:00	"MM, SG, TS, TT"	30	"TSCA"	1.00	"NT"	20.30	0.00	"I"						
8.00	"D5"	5/30/2002 0:00:00	"MRS, BTP, DER"	30	"TSCA"	2.00		21.00	3.00	"O"						
8.00	"D5"	6/21/2007 0:00:00		30	"TSCA"	3.00		21.80	34.00		"C"	0				
8.00	"D5"	7/16/1997 0:00:00	"MM, SG, TS, TT"	31	"TSCA"	1.00	"NT"	16.50	0.00	"I"						
8.00	"D5"	5/30/2002 0:00:00	"MRS, BTP, DER"	31	"TSCA"	2.00		16.80	0.00	"I"						
8.00	"D5"	6/21/2007 0:00:00		31	"TSCA"	3.00		16.80	0.00		"C"	1				
8.00	"D5"	7/16/1997 0:00:00	"MM, SG, TS, TT"	32	"TSCA"	1.00	"NT"	17.80	0.00	"O"						
8.00	"D5"	5/30/2002 0:00:00	"MRS, BTP, DER"	32	"TSCA"	2.00		18.30	0.00	"O"						
8.00	"D5"	6/21/2007 0:00:00		32	"TSCA"	3.00		18.80	0.00		"C"	1				
8.00	"D5"	7/16/1997 0:00:00	"MM, SG, TS, TT"	33	"TSCA"	1.00	"NT"	22.50	0.00	"I"						
8.00	"D5"	5/30/2002 0:00:00	"MRS, BTP, DER"	33	"TSCA"	2.00		23.70	0.00	"I"						
8.00	"D5"	6/21/2007 0:00:00		33	"TSCA"	3.00		23.90	0.00		"C"	1				
8.00	"D5"	7/16/1997 0:00:00	"MM, SG, TS, TT"	34	"TSCA"	1.00	"NT"	11.30	0.00	"O"						
8.00	"D5"	5/30/2002 0:00:00	"MRS, BTP, DER"	34	"TSCA"	2.00			9.00							
8.00	"D5"	6/21/2007 0:00:00		34	"TSCA"	3.00			9.00							
8.00	"D5"	7/16/1997 0:00:00	"MM, SG, TS, TT"	35	"TSCA"	1.00	"NT"	27.90	0.00	"C"						
8.00	"D5"	5/30/2002 0:00:00	"MRS, BTP, DER"	35	"TSCA"	2.00		28.40	0.00	"C"						
8.00	"D5"	6/21/2007 0:00:00		35	"TSCA"	3.00		29.00	0.00		"B"	1				
8.00	"D5"	7/16/1997 0:00:00	"MM, SG, TS, TT"	36	"TSCA"	1.00	"NT"	16.00	0.00	"O"						
8.00	"D5"	5/30/2002 0:00:00	"MRS, BTP, DER"	36	"TSCA"	2.00		16.30	4.00	"O"						
8.00	"D5"	6/21/2007 0:00:00		36	"TSCA"	3.00		16.40	0.00		"C"	1				
8.00	"D5"	7/16/1997 0:00:00	"MM, SG, TS, TT"	38	"PIST"	1.00	"NT"	46.20	0.00	"D"						
8.00	"D5"	5/30/2002 0:00:00	"MRS, BTP, DER"	38	"PIST"	2.00		47.20	0.00	"D"						
8.00	"D5"	6/21/2007 0:00:00		38	"PIST"	3.00		49.80	0.00		"A"	5				
8.00	"D5"	7/16/1997 0:00:00	"MM, SG, TS, TT"	39	"TSCA"	1.00	"NT"	30.50	0.00	"C"						
8.00	"D5"	5/30/2002 0:00:00	"MRS, BTP, DER"	39	"TSCA"	2.00		31.00	0.00	"C"						
8.00	"D5"	6/21/2007 0:00:00		39	"TSCA"	3.00		32.10	0.00		"B"	1				
8.00	"D5"	7/16/1997 0:00:00	"MM, SG, TS, TT"	40	"TSCA"	1.00	"NT"	22.80	0.00	"I"						
8.00	"D5"	5/30/2002 0:00:00	"MRS, BTP, DER"	40	"TSCA"	2.00		24.00	0.00	"C"						
8.00	"D5"	6/21/2007 0:00:00		40	"TSCA"	3.00		24.50	0.00		"C"	1				
8.00	"D5"	7/16/1997 0:00:00	"MM, SG, TS, TT"	41	"TSCA"	1.00	"NT"	16.40	0.00	"O"						
8.00	"D5"	5/30/2002 0:00:00	"MRS, BTP, DER"	41	"TSCA"	2.00		17.30	0.00	"O"						
8.00	"D5"	6/21/2007 0:00:00		41	"TSCA"	3.00		17.20	0.00		"C"	1				
8.00	"D5"	7/16/1997 0:00:00	"MM, SG, TS, TT"	42	"TSCA"	1.00	"NT"	23.10	0.00	"I"						
8.00	"D5"	5/30/2002 0:00:00	"MRS, BTP, DER"	42	"TSCA"	2.00		24.50	0.00	"I"						
8.00	"D5"	6/21/2007 0:00:00		42	"TSCA"	3.00		25.10	0.00		"C"	1				
8.00	"D5"	7/16/1997 0:00:00	"MM, SG, TS, TT"	43	"TSCA"	1.00	"NT"	26.40	0.00	"I"						
8.00	"D5"	5/30/2002 0:00:00	"MRS, BTP, DER"	43	"TSCA"	2.00		26.60	0.00	"O"						
8.00	"D5"	6/21/2007 0:00:00		43	"TSCA"	3.00		27.00	0.00		"C"	1				
8.00	"D5"	7/16/1997 0:00:00	"MM, SG, TS, TT"	44	"THOC"	1.00	"NT"	26.50	2.00	"O"						
8.00	"D5"	5/30/2002 0:00:00	"MRS, BTP, DER"	44	"THOC"	2.00		27.40	2.00	"O"						
8.00	"D5"	6/21/2007 0:00:00		44	"THOC"	3.00		27.40	2.00		"C"	1				
8.00	"D5"	7/16/1997 0:00:00	"MM, SG, TS, TT"	45	"TSCA"	1.00	"NT"	32.50	0.00	"C"						
8.00	"D5"	5/30/2002 0:00:00	"MRS, BTP, DER"	45	"TSCA"	2.00		34.90	0.00	"C"						
8.00	"D5"	6/21/2007 0:00:00		45	"TSCA"	3.00		35.50	0.00		"B"	2				
8.00	"D5"	7/16/1997 0:00:00	"MM, SG, TS, TT"	46	"PIST"	1.00	"NT"	55.20	0.00	"D"						
8.00	"D5"	5/30/2002 0:00:00	"MRS, BTP, DER"	46	"PIST"	2.00		56.00	0.00	"D"						
8.00	"D5"	6/21/2007 0:00:00		46	"PIST"	3.00		57.10	0.00		"A"	5				
8.00	"D5"	7/16/1997 0:00:00	"MM, SG, TS, TT"	47	"TSCA"	1.00	"NT"	24.30	0.00	"C"					"DBH"	
8.00	"D5"	5/30/2002 0:00:00	"MRS, BTP, DER"	47	"TSCA"	2.00		24.20	0.00	"I"						
8.00	"D5"	6/21/2007 0:00:00		47	"TSCA"	3.00		24.50	0.00		"C"	1				
8.00	"D5"	7/16/1997 0:00:00	"MM, SG, TS, TT"	48	"TSCA"	1.00	"NT"	14.80	0.00	"O"						
8.00	"D5"	5/30/2002 0:00:00	"MRS, BTP, DER"	48	"TSCA"	2.00		15.50	0.00	"O"						
8.00	"D5"	6/21/2007 0:00:00		48	"TSCA"	3.00		15.50	0.00		"C"	1				
8.00	"D5"	7/16/1997 0:00:00	"MM, SG, TS, TT"	49	"TSCA"	1.00	"NT"	17.20	0.00	"I"						
8.00	"D5"	5/30/2002 0:00:00	"MRS, BTP, DER"	49	"TSCA"	2.00		18.00	0.00	"O"						
8.00	"D5"	6/21/2007 0:00:00		49	"TSCA"	3.00		18.20	0.00		"C"	1				
8.00	"D5"	7/16/1997 0:00:00	"MM, SG, TS, TT"	50	"TSCA"	1.00	"NT"	18.90	0.00	"I"						
8.00	"D5"	5/30/2002 0:00:00	"MRS, BTP, DER"	50	"TSCA"	2.00		19.90	0.00	"O"						
8.00	"D5"	6/21/2007 0:00:00		50	"TSCA"	3.00		20.40	0.00		"C"	2				
8.00	"D5"	7/16/1997 0:00:00	"MM, SG, TS, TT"	51	"TSCA"	1.00	"NT"	38.70	0.00	"C"						
8.00	"D5"	5/30/2002 0:00:00	"MRS, BTP, DER"	51	"TSCA"	2.00		39.15	0.00	"C"						
8.00	"D5"	6/21/2007 0:00:00		51	"TSCA"	3.00		39.80	0.00		"B"	2				
8.00	"D5"	7/16/1997 0:00:00	"MM, SG, TS, TT"	52	"TSCA"	1.00	"NT"	15.40	0.00	"I"						
8.00	"D5"	5/30/2002 0:00:00	"MRS, BTP, DER"	52	"TSCA"	2.00		15.45	0.00	"I"						
8.00	"D5"	6/21/2007 0:00:00		52	"TSCA"	3.00		15.70	5.00		"C"	0				
8.00	"E4"	7/16/1997 0:00:00	"MH, SG, TS, TT"	1	"TSCA"	1.00	"NT"	12.20	0.00	"O"						
8.00	"E4"	5/29/2002 0:00:00	"MRS, BTP, DER"	1	"TSCA"	2.00		15.25	0.00	"O"						
8.00	"E4"	6/21/2007 0:00:00		1	"TSCA"	3.00		14.10	0.00		"C"	2				
8.00	"E4"	7/16/1997 0:00:00	"MH, SG, TS, TT"	2	"TSCA"	1.00	"NT"	42.40	0.00	"D"					"DBH"	
8.00	"E4"	5/29/2002 0:00:00	"MRS, BTP, DER"	2	"TSCA"	2.00		42.20	0.00	"D"						
8.00	"E4"	6/21/2007 0:00:00		2	"TSCA"	3.00		43.20	0.00		"B"	2				
8.00	"E4"	7/16/1997 0:00:00	"MH, SG, TS, TT"	3	"PIRU"	1.00	"NT"	17.80	0.00	"O"						
8.00	"E4"	5/29/2002 0:00:00	"MRS, BTP, DER"	3	"PIRU"	2.00			9.00							
8.00	"E4"	6/21/2007 0:00:00		3	"PIRU"	3.00			9.00							
8.00	"E4"	7/16/1997 0:00:00	"MH, SG, TS, TT"	4	"BEPA"	1.00	"NT"	10.10	0.00	"I"						
8.00	"E4"	5/29/2002 0:00:00	"MRS, BTP, DER"	4	"BEPA"	2.00		10.40	5.00	"O"						
8.00	"E4"	6/21/2007 0:00:00		4	"BEPA"	3.00			9.00							
8.00	"E4"	7/16/1997 0:00:00	"MH, SG, TS, TT"	5	"ACRU"	1.00	"NT"	11.80	0.00	"O"						
8.00	"E4"	5/29/2002 0:00:00	"MRS, BTP, DER"	5	"ACRU"	2.00		12.35	0.00	"O"						
8.00	"E4"	6/21/2007 0:00:00		5	"ACRU"	3.00		12.70	0.00		"C"	1				
8.00	"E4"	7/16/1997 0:00:00	"MH, SG, TS, TT"	6	"THOC"	1.00	"NT"	13.40	0.00	"O"						
8.00	"E4"	5/29/2002 0:00:00	"MRS, BTP, DER"	6	"THOC"	2.00		14.00	3.00	"O"						
8.00	"E4"	6/21/2007 0:00:00		6	"THOC"	3.00		13.70	3.00		"C"	0				
8.00	"E4"	7/16/1997 0:00:00	"MH, SG, TS, TT"	7	"TSCA"	1.00	"NT"	17.20	0.00	"I"						
8.00	"E4"	5/29/2002 0:00:00	"MRS, BTP, DER"	7	"TSCA"	2.00		18.40	0.00	"O"						
8.00	"E4"	6/21/2007 0:00:00		7	"TSCA"	3.00		20.20	0.00		"C"	2				
8.00	"E4"	7/16/1997 0:00:00	"MH, SG, TS, TT"	8	"BEPA"	1.00	"NT"	12.60	0.00	"I"						
8.00	"E4"	5/29/2002 0:00:00	"MRS, BTP, DER"	8	"BEPA"	2.00		13.90	5.00	"I"						
8.00	"E4"	6/21/2007 0:00:00		8	"BEPA"	3.00		14.30	0.00		"C"	1				
8.00	"E4"	7/16/1997 0:00:00	"MH, SG, TS, TT"	9	"QURU"	1.00	"NT"	45.60	0.00	"C"						
8.00	"E4"	5/29/2002 0:00:00	"MRS, BTP, DER"	9	"QURU"	2.00		46.50	0.00	"C"						
8.00	"E4"	6/21/2007 0:00:00		9	"QURU"	3.00		49.00	0.00		"B"	2				
8.00	"E4"	7/16/1997 0:00:00	"MH, SG, TS, TT"	10	"QURU"	1.00	"NT"	39.60	0.00	"C"						
8.00	"E4"	5/29/2002 0:00:00	"MRS, BTP, DER"	10	"QURU"	2.00		42.20	0.00	"D"						
8.00	"E4"	6/21/2007 0:00:00		10	"QURU"	3.00		45.00	0.00		"B"	2				
8.00	"E4"	7/16/1997 0:00:00	"MH, SG, TS, TT"	11	"QURU"	1.00	"NT"	32.20	0.00	"C"						
8.00	"E4"	5/29/2002 0:00:00	"MRS, BTP, DER"	11	"QURU"	2.00		34.30	0.00	"C"						
8.00	"E4"	6/21/2007 0:00:00		11	"QURU"	3.00		35.50	0.00		"B"	2				
8.00	"E4"	7/16/1997 0:00:00	"MH, SG, TS, TT"	12	"ACSA"	1.00	"NT"	10.00	3.00	"I"						
8.00	"E4"	5/29/2002 0:00:00	"MRS, BTP, DER"	12	"ACSA"	2.00		12.35	0.00	"O"						
8.00	"E4"	6/21/2007 0:00:00		12	"ACSA"	3.00		10.90	0.00		"C"	1				
8.00	"E4"	7/16/1997 0:00:00	"MH, SG, TS, TT"	13	"TSCA"	1.00	"NT"	17.10	0.00	"O"						
8.00	"E4"	5/29/2002 0:00:00	"MRS, BTP, DER"	13	"TSCA"	2.00		18.20	0.00	"O"						
8.00	"E4"	6/21/2007 0:00:00		13	"TSCA"	3.00		19.30	0.00		"C"	1				
8.00	"E4"	7/16/1997 0:00:00	"MH, SG, TS, TT"	14	"TSCA"	1.00	"NT"	11.70	0.00	"O"						
8.00	"E4"	5/29/2002 0:00:00	"MRS, BTP, DER"	14	"TSCA"	2.00		11.70	0.00	"O"						
8.00	"E4"	6/21/2007 0:00:00		14	"TSCA"	3.00		11.50	0.00		"C"	0				
8.00	"E4"	7/16/1997 0:00:00	"MH, SG, TS, TT"	15	"TSCA"	1.00	"NT"	20.80	0.00	"O"						
8.00	"E4"	5/29/2002 0:00:00	"MRS, BTP, DER"	15	"TSCA"	2.00		21.50	0.00	"O"						
8.00	"E4"	6/21/2007 0:00:00		15	"TSCA"	3.00		22.30	0.00		"C"	1				
8.00	"E4"	7/16/1997 0:00:00	"MH, SG, TS, TT"	16	"ACRU"	1.00	"NT"	9.80	0.00	"O"						
8.00	"E4"	5/29/2002 0:00:00	"MRS, BTP, DER"	16	"ACRU"	2.00		10.90	0.00	"O"						
8.00	"E4"	6/21/2007 0:00:00		16	"ACRU"	3.00		11.20	0.00		"C"	1				
8.00	"E4"	7/16/1997 0:00:00	"MH, SG, TS, TT"	17	"PIST"	1.00	"NT"	48.70	0.00	"D"						
8.00	"E4"	5/29/2002 0:00:00	"MRS, BTP, DER"	17	"PIST"	2.00		49.50	0.00	"D"						
8.00	"E4"	6/21/2007 0:00:00		17	"PIST"	3.00		51.70	0.00		"A"	3				
8.00	"E4"	7/16/1997 0:00:00	"MH, SG, TS, TT"	18	"QURU"	1.00	"NT"	15.50	0.00	"I"						
8.00	"E4"	5/29/2002 0:00:00	"MRS, BTP, DER"	18	"QURU"	2.00		16.20	3.00	"O"						
8.00	"E4"	6/21/2007 0:00:00		18	"QURU"	3.00			9.00							
8.00	"E4"	7/16/1997 0:00:00	"MH, SG, TS, TT"	19	"ACRU"	1.00	"NT"	12.20	0.00	"O"						
8.00	"E4"	5/29/2002 0:00:00	"MRS, BTP, DER"	19	"ACRU"	2.00		12.60	5.00	"O"						
8.00	"E4"	6/21/2007 0:00:00		19	"ACRU"	3.00		13.30	5.00		"C"	1				
8.00	"E4"	7/16/1997 0:00:00	"MH, SG, TS, TT"	20	"PIST"	1.00	"NT"	25.30	0.00	"I"						
8.00	"E4"	5/29/2002 0:00:00	"MRS, BTP, DER"	20	"PIST"	2.00		26.10	0.00	"I"						
8.00	"E4"	6/21/2007 0:00:00		20	"PIST"	3.00		27.60	0.00		"B"	1				
8.00	"E4"	7/16/1997 0:00:00	"MH, SG, TS, TT"	21	"PIST"	1.00	"NT"	33.40	0.00	"C"						
8.00	"E4"	5/29/2002 0:00:00	"MRS, BTP, DER"	21	"PIST"	2.00		33.90	0.00	"C"						
8.00	"E4"	6/21/2007 0:00:00		21	"PIST"	3.00		36.00	0.00		"A"	3				
8.00	"E4"	7/16/1997 0:00:00	"MH, SG, TS, TT"	22	"TSCA"	1.00	"NT"	22.80	0.00	"O"						
8.00	"E4"	5/29/2002 0:00:00	"MRS, BTP, DER"	22	"TSCA"	2.00		24.40	0.00	"O"						
8.00	"E4"	6/21/2007 0:00:00		22	"TSCA"	3.00		25.70	0.00		"C"	1				
8.00	"E4"	7/16/1997 0:00:00	"MH, SG, TS, TT"	23	"TSCA"	1.00	"NT"	20.30	0.00	"O"						
8.00	"E4"	5/29/2002 0:00:00	"MRS, BTP, DER"	23	"TSCA"	2.00		20.70	0.00	"O"						
8.00	"E4"	6/21/2007 0:00:00		23	"TSCA"	3.00		21.60	0.00		"C"	1				
8.00	"E4"	7/16/1997 0:00:00	"MH, SG, TS, TT"	24	"PIST"	1.00	"NT"	42.40	0.00	"D"						
8.00	"E4"	5/29/2002 0:00:00	"MRS, BTP, DER"	24	"PIST"	2.00		45.10	0.00	"D"						
8.00	"E4"	6/21/2007 0:00:00		24	"PIST"	3.00		46.80	0.00		"A"	3				
8.00	"E4"	7/16/1997 0:00:00	"MH, SG, TS, TT"	25	"PIST"	1.00	"NT"	33.20	0.00	"C"						
8.00	"E4"	5/29/2002 0:00:00	"MRS, BTP, DER"	25	"PIST"	2.00		35.70	0.00	"C"						
8.00	"E4"	6/21/2007 0:00:00		25	"PIST"	3.00		37.30	0.00		"A"	2				
8.00	"E4"	7/16/1997 0:00:00	"MH, SG, TS, TT"	26	"ACRU"	1.00	"NT"	18.00	0.00	"I"						
8.00	"E4"	5/29/2002 0:00:00	"MRS, BTP, DER"	26	"ACRU"	2.00		19.80	0.00	"O"						
8.00	"E4"	6/21/2007 0:00:00		26	"ACRU"	3.00		17.80	0.00		"B"	1				
8.00	"E4"	7/16/1997 0:00:00	"MH, SG, TS, TT"	27	"ACRU"	1.00	"NT"	23.50	0.00	"I"						
8.00	"E4"	5/29/2002 0:00:00	"MRS, BTP, DER"	27	"ACRU"	2.00		24.85	0.00	"I"						
8.00	"E4"	6/21/2007 0:00:00		27	"ACRU"	3.00		26.20	0.00		"B"	1				
8.00	"E4"	7/16/1997 0:00:00	"MH, SG, TS, TT"	28	"QURU"	1.00	"NT"	33.90	0.00	"C"						
8.00	"E4"	5/29/2002 0:00:00	"MRS, BTP, DER"	28	"QURU"	2.00		35.20	0.00	"C"						
8.00	"E4"	6/21/2007 0:00:00		28	"QURU"	3.00		36.00	0.00		"B"	2				
8.00	"E4"	7/16/1997 0:00:00	"MH, SG, TS, TT"	29	"ACRU"	1.00	"NT"	10.60	0.00	"O"					"DBH"	
8.00	"E4"	5/29/2002 0:00:00	"MRS, BTP, DER"	29	"ACRU"	2.00		10.30	0.00	"O"						
8.00	"E4"	6/21/2007 0:00:00		29	"ACRU"	3.00		10.00	0.00		"C"	1				
8.00	"E4"	7/16/1997 0:00:00	"MH, SG, TS, TT"	30	"ACRU"	1.00	"NT"	14.50	0.00	"C"					"DBH"	
8.00	"E4"	5/29/2002 0:00:00	"MRS, BTP, DER"	30	"ACRU"	2.00		14.20	0.00	"O"						
8.00	"E4"	6/21/2007 0:00:00		30	"ACRU"	3.00		15.00	0.00		"B"	1				
8.00	"E4"	7/16/1997 0:00:00	"MH, SG, TS, TT"	31	"ABBA"	1.00	"NT"	11.10	0.00	"O"						
8.00	"E4"	5/29/2002 0:00:00	"MRS, BTP, DER"	31	"ABBA"	2.00			9.00							
8.00	"E4"	6/21/2007 0:00:00		31	"ABBA"	3.00			9.00							
8.00	"E4"	7/16/1997 0:00:00	"MH, SG, TS, TT"	32	"QURU"	1.00	"NT"	37.10	0.00	"C"						
8.00	"E4"	5/29/2002 0:00:00	"MRS, BTP, DER"	32	"QURU"	2.00		37.40	0.00	"D"						
8.00	"E4"	6/21/2007 0:00:00		32	"QURU"	3.00		38.20	0.00		"B"	2				
8.00	"E4"	7/16/1997 0:00:00	"MH, SG, TS, TT"	33	"TSCA"	1.00	"NT"	20.80	0.00	"I"						
8.00	"E4"	5/29/2002 0:00:00	"MRS, BTP, DER"	33	"TSCA"	2.00		22.60	0.00	"I"						
8.00	"E4"	6/21/2007 0:00:00		33	"TSCA"	3.00		23.10	0.00		"C"	1				
8.00	"E4"	7/16/1997 0:00:00	"MH, SG, TS, TT"	34	"TSCA"	1.00	"NT"	35.90	0.00	"C"						
8.00	"E4"	5/29/2002 0:00:00	"MRS, BTP, DER"	34	"TSCA"	2.00		35.90	0.00	"C"						
8.00	"E4"	6/21/2007 0:00:00		34	"TSCA"	3.00		36.80	0.00		"B"	2				
8.00	"E4"	7/16/1997 0:00:00	"MH, SG, TS, TT"	35	"TSCA"	1.00	"NT"	34.10	0.00	"C"					"DBH"	
8.00	"E4"	5/29/2002 0:00:00	"MRS, BTP, DER"	35	"TSCA"	2.00		33.90	0.00	"C"						
8.00	"E4"	6/21/2007 0:00:00		35	"TSCA"	3.00		34.50	0.00		"B"	1				
8.00	"E4"	7/16/1997 0:00:00	"MH, SG, TS, TT"	36	"TSCA"	1.00	"NT"	19.30	0.00	"O"						
8.00	"E4"	5/29/2002 0:00:00	"MRS, BTP, DER"	36	"TSCA"	2.00		20.50	0.00	"O"						
8.00	"E4"	6/21/2007 0:00:00		36	"TSCA"	3.00		20.90	0.00		"C"	0				
8.00	"E4"	7/16/1997 0:00:00	"MH, SG, TS, TT"	37	"TSCA"	1.00	"NT"	30.90	0.00	"C"						
8.00	"E4"	5/29/2002 0:00:00	"MRS, BTP, DER"	37	"TSCA"	2.00		33.30	0.00	"C"						
8.00	"E4"	6/21/2007 0:00:00		37	"TSCA"	3.00		34.00	0.00		"B"	1				
8.00	"E4"	5/29/2002 0:00:00	"MRS, BTP, DER"	38	"TSCA"	2.00	"NT"	15.10	0.00	"O"						
8.00	"E4"	6/21/2007 0:00:00		38	"TSCA"	3.00		16.20	0.00		"C"	1				
8.00	"E4"	5/29/2002 0:00:00	"MRS, BTP, DER"	39	"ACSA"	2.00	"NT"	9.65	0.00	"O"						
8.00	"E4"	6/21/2007 0:00:00		39	"ACSA"	3.00		9.70	0.00		"C"	1				
8.00	"E5"	7/16/1997 0:00:00	"MH, SG, TS, TT"	1	"THOC"	1.00	"NT"	17.40	0.00	"O"						
8.00	"E5"	5/29/2002 0:00:00	"MRS, BTP, DER"	1	"THOC"	2.00		17.50	0.00	"O"						
8.00	"E5"	6/21/2007 0:00:00		1	"THOC"	3.00		17.70	0.00		"C"	1				
8.00	"E5"	7/16/1997 0:00:00	"MH, SG, TS, TT"	2	"TSCA"	1.00	"NT"	19.50	0.00	"O"						
